Gene,Score
ZNF570,0.999994662932237
ZNF788,0.999892835165099
ZNF268,0.999844272191538
ZNF527,0.999670023086674
CTD-3105H18.14,0.99965461582263
CREBRF,0.999566269967721
VCY1B,0.999529740548257
ZNF441,0.99942930643603
SESN3,0.999374956005121
ZNF30,0.999272393685853
SEMA4G,0.99920493764486
ZNF846,0.999032748960574
TRIM2,0.998867493561669
ZNF658,0.998478500985339
ZFP36L1,0.998089934400574
EIF4A2,0.997485711917704
CTD-2192J16.20,0.99743576842298
C2orf69,0.997386617325631
ZNF717,0.997149556694039
GLS,0.996918164260715
GPBP1,0.996832507021961
FBXO33,0.996523386086504
TTC39B,0.996227718334199
ZNF704,0.99548315138184
RBM26,0.995371875750526
SLITRK1,0.995225212848704
HOXA1,0.9945459589308
RLF,0.994291853745227
ZFP90,0.994093165740497
BHLHE40,0.993903721851332
ZNF844,0.993864837435402
SLC2A3,0.993807473636546
MTF2,0.99297867013523
METAP1,0.991896204319282
TMEM131,0.991652820050407
RPS6KB1,0.990282413854218
NR1D2,0.990174566871227
NMT2,0.989859926636265
BAI3,0.988985964676042
ZFP37,0.988697240102832
IGF2BP2,0.988387383610309
LIN28B,0.98806107796313
LRBA,0.987828866670192
ZNF266,0.987653323718777
KLF6,0.987537827076674
NUDT12,0.985604250333124
ZNF766,0.983607705982411
TIMP3,0.98271408887127
BIRC6,0.98187338122726
REPS2,0.981525792347107
METTL20,0.981229308121418
ACVR2B,0.98117096565558
ZNF720,0.98105146669312
RBM46,0.980944874547486
CCNJ,0.980670781690755
KLHL5,0.980410161003244
MAP1B,0.980251863906599
TADA2B,0.980209807582273
PARK2,0.980195278801981
CLVS1,0.980097282893672
MB21D1,0.979762247806635
FMNL2,0.97963205004756
ANKRD13C,0.979550513469452
PAPD5,0.978496363368688
ZNF440,0.978293631806989
PCNP,0.978252140579971
HMCN1,0.977963970879893
ZNF12,0.976501987233086
ZNF184,0.975920513653761
DLGAP2,0.97572131998781
CDON,0.975493115339741
CLMN,0.97466507768119
PLCL2,0.974618387916829
ZNF544,0.97429842727219
RNF103,0.973685596752497
ATP8B4,0.973582644222054
ZNF37A,0.972207331124863
GATA6,0.97162942255968
GRIA2,0.97153740018658
IKZF5,0.969907512475409
ZNF677,0.969383846973576
ZNF709,0.968487299764123
ZBTB4,0.967975192386207
ZNF709,0.967035286590584
AKIRIN1,0.966448723444809
TMEM194A,0.965961927275693
KLHL2,0.965640854551881
BRAP,0.964066156322476
GHITM,0.963848374698599
SOWAHA,0.963603267365253
ASAH2B,0.963126498491204
LMAN1,0.963075023290896
STX7,0.962989667606105
CREB5,0.962834824776504
MIER3,0.962472855112756
AHCTF1,0.962176979072614
AFTPH,0.962104790797845
ZNF567,0.961183455325232
PNRC2,0.960984795442401
SPI1,0.959375731501274
TBPL1,0.958347346543608
PARP11,0.958069552746815
GLDN,0.95805091814104
ZNF510,0.957956690825926
MBOAT2,0.956876062043644
ATM,0.956688439676283
PAX5,0.956156609782471
ZNF546,0.954418077407116
LMO3,0.954406869007071
ZNF788,0.953311108469841
MME,0.953163745967603
PALM2,0.952208346354601
NLN,0.951635004974964
SPP1,0.950561961586669
RNF6,0.95047229271485
SLITRK2,0.950337962806086
ZNF514,0.949409963953105
PKD2,0.948656028265604
AC010547.9,0.948589905032948
XPO1,0.947840469275102
ZSCAN23,0.945501239442716
