Gene,Score
ZNF430,0.999953466028372
CACHD1,0.999870446980164
SATB2,0.999832568431209
ELP4,0.999802737529428
SLC35G3,0.999679819734913
UBE2L3,0.999650813696844
E2F6,0.999133867134824
GATAD2B,0.999038282185158
PINX1,0.99883758725318
CCR4,0.99825039916688
DNAJB14,0.997714203553843
NLRP11,0.997680829706414
TUBA1B,0.996861256257073
TUBA1C,0.996418915207393
SOX11,0.996380192038631
IKZF2,0.996023483348542
LEKR1,0.995718892956208
GPATCH8,0.995718783319502
TMEM47,0.995214453284842
RNF165,0.994633226672455
TRMT2B,0.994564354751881
EIF3A,0.994561276617375
PEX2,0.994083534520098
USP7,0.993263785983818
STRN3,0.992524900430242
MPHOSPH9,0.991993386351453
AL590452.1,0.991579841982407
SLC9C2,0.991018937613939
GSPT1,0.990741551535481
ZBTB20,0.989946256559735
SERTAD2,0.989907339344395
SEL1L2,0.989658150637204
C1orf229,0.989173404320284
TMBIM4,0.989064169090008
PRDM4,0.987469649189539
IPO9,0.987396980687663
HDAC9,0.986972546974725
BAMBI,0.986425398500061
CAND1,0.986307368238571
UBE3A,0.985837385992833
TWF1,0.985501295190367
MMP16,0.985439182873093
MTL5,0.985191118491784
COMMD3-BMI1,0.98496841969121
LEPROTL1,0.983546120946709
RDX,0.983432154661336
SCN3A,0.983198272866504
LRP1B,0.982847147069509
RCOR3,0.982534538595068
ZNF175,0.982175587454606
CCNC,0.981879896040018
MAPKAPK3,0.981873563378033
CHIC2,0.981510652133485
AKIRIN2,0.9811547436995
MICU3,0.980202666868789
HOXD3,0.980149549652875
TRABD,0.979051521745585
GRID2,0.978746080922405
DDX59,0.97871609747963
RFESD,0.977868751863106
ZNF654,0.97612955772533
MAATS1,0.976100847850945
C9orf91,0.975696048180405
ZNF286A,0.975507522638961
PTPRD,0.973996118505094
IFT81,0.97320806693063
TCEA1,0.972412201513763
UMPS,0.972080610125845
HMGCS1,0.971541483337073
SYT14,0.970644707244634
TMEM170B,0.969445036195972
ZBTB41,0.968493818119782
ZBTB34,0.968174758059772
DACH1,0.967879371734664
PNN,0.967704662964824
ZNF805,0.9670152071331
SERBP1,0.966744768490963
CLMN,0.96504604447273
TM9SF1,0.964950029695886
C12orf79,0.963489865142619
PCDH19,0.96301139246752
HNRNPA2B1,0.960198886009938
CBLL1,0.957689593876514
FGF9,0.957190795765052
SIM1,0.956461371923574
SRSF1,0.95638284357062
ABCE1,0.955567756750484
NNT,0.95540662702207
ERBB3,0.953453607927773
TBL1XR1,0.953227389798352
SLC7A6OS,0.952917988156162
CDK14,0.95155026874411
MAB21L1,0.951152459748404
METTL20,0.949030146133019
RAB3B,0.948926584249552
MIER1,0.948897078895397
LPGAT1,0.946000021604321
SCP2,0.945299944605567
ARHGAP20,0.945212976223176
SLC35A3,0.944722081469162
FAM178A,0.944599517446113
RP11-468E2.2,0.944358292604339
GABRB2,0.943751786437499
TMEM51,0.943061813837107
DMD,0.942726722807998
ZNF286B,0.942219801548623
CDK5R1,0.942185430104665
MTMR7,0.942017091089982
NPVF,0.938648288367216
PARPBP,0.937901620100541
AC003102.1,0.937264613756293
CCAR1,0.937233513618755
ATL3,0.936780271408761
CLDN1,0.936448756001181
RDH11,0.935273876495068
EBF2,0.935182474182049
SYNC,0.934873563049132
SH2D1A,0.934123282486813
TM9SF1,0.932839695176326
GADD45A,0.93258016439002
THSD7B,0.930903635829059
RFX3,0.930565749742608
PPCS,0.930325973824344
METTL21A,0.930192340753539
XPO1,0.930087880813101
IMPAD1,0.929930034561
ANKRD40,0.928630586317556
EMP1,0.92742179952122
INO80D,0.924924753184235
SOX6,0.923244078075953
NUP88,0.923054789180016
SLITRK6,0.923044508098083
CCNYL1,0.923027474602101
MPHOSPH8,0.922684793566538
LUC7L3,0.922614444890589
HDGFRP3,0.922170353843351
CDK19,0.920993366339024
CADM2,0.920278573615426
SLC6A13,0.920268807192091
FDXACB1,0.920047044061478
TMEM212,0.920019203859729
C8orf34,0.919305441555636
CYB5R4,0.919027759129587
RAB22A,0.918237792302529
CCDC17,0.917996915144866
SLC4A1,0.917802817259545
TYW1,0.916866435403196
PTBP2,0.916669749829968
LAMTOR3,0.916205828870952
SLC44A5,0.91608924425843
FBXO3,0.916085909788225
NCKAP1,0.915899095647371
RPS6KB1,0.915565792121147
ARHGEF33,0.914928286889256
DGKI,0.914399967509131
VWC2,0.913869684341152
PRICKLE3,0.913292072832765
IQCH,0.912200931517237
GPR75-ASB3,0.912142780662393
UGGT2,0.911505079000586
C2orf73,0.910307171315936
DESI2,0.909513708391861
SHISA6,0.90907028163817
PLA2G12A,0.909046337484529
SRGN,0.908771282147891
EPHA5,0.907833449013224
HPSE,0.907629983825772
XKR4,0.907162622408796
OLIG3,0.905168568171056
RPP30,0.903772895928604
MLLT10,0.903522946109966
GPR151,0.903361631972964
SULF1,0.903232590465089
DDR2,0.901603680009681
AMER2,0.901459487705377
ENPP4,0.901331293163815
ZNF274,0.900580793980049
CELF2,0.900147884847242
TXNRD1,0.900035873174582
C12orf55,0.899803195044865
SMIM20,0.899446223605008
MMP8,0.899433050465351
KLHL15,0.899334104354596
HAT1,0.898936108713265
GRAMD1C,0.898931214849891
ARHGAP28,0.897962877686946
RTTN,0.897728515144077
NDUFS6,0.89735959575753
RP11-690P14.4,0.897332868172297
CLIC4,0.89684858460283
KCTD12,0.896833853375407
BOD1L1,0.895662182134617
GPR180,0.895381378831466
COMMD2,0.895194976431104
ZNF660,0.893989560597564
PARM1,0.892818751375779
LARP4,0.892395878070155
HTR3D,0.892340130459736
LTN1,0.890991071226836
DNAJC6,0.890731988102934
C2orf88,0.888840203006036
EVA1A,0.888186445037733
USP48,0.888127602680379
RAPH1,0.887166657549063
RUNX1T1,0.886886194810708
SPATA6,0.886799152452755
CEP70,0.884869336504217
DCLRE1A,0.884660419621712
PRG4,0.884117900646955
NUP155,0.883732365289038
BLM,0.883653063067803
AKAP6,0.883580184447935
BMPR1A,0.881649385253687
REEP3,0.881602285229282
AAK1,0.881520607788672
KDM3B,0.880644794955468
MORC3,0.880278071523683
PDK4,0.879665751085149
RBM27,0.879143705938249
PIAS2,0.878876840453125
TFDP1,0.878275380165269
NIPAL1,0.87768506771443
GNAQ,0.877526289982523
C2orf83,0.877081714140175
CDK7,0.876472731534604
NXPH1,0.876368324713393
CCNT1,0.875365896978634
VPS53,0.875126230637608
ZBTB10,0.875042047135624
ST7L,0.874969066351352
YTHDF2,0.874957076833023
RBM28,0.874839533023311
FGF23,0.874752717938714
SUB1,0.874491058765702
ARPP19,0.874266284253512
PSD3,0.872755780646767
PHC3,0.872743241431878
CHRM2,0.872640102307258
DCP2,0.872519567841481
YTHDC1,0.871946105791224
ERCC8,0.871170896623678
PROX2,0.87057642629931
PTBP3,0.869215235032203
FAM104A,0.868729967923872
RAB30,0.868295567515778
CSRNP2,0.868106609971746
AHR,0.867189604925964
PI15,0.86708201888491
ZNF701,0.867038491039824
MGST1,0.866514305855912
SMIM8,0.866343054072055
RBM48,0.865993564446977
SEMA3E,0.865756776553886
OAT,0.865545608105763
MTR,0.864771435994375
SHE,0.863083633301848
CD38,0.862063126359528
ZBTB8A,0.861988369018107
C18orf54,0.861691846142238
WHSC1L1,0.861357016568153
NCOA3,0.861159708152941
ABL2,0.860761555599635
PPIG,0.860534938047116
GLMN,0.860193592728384
HERC3,0.860123774062906
ZNF473,0.85941916444305
ZNF33B,0.859267994977663
NARG2,0.859010307165764
CCDC67,0.858521328979178
ATAD2,0.856677287437065
LIX1L,0.85584566541251
ST6GALNAC3,0.855836143694574
ATP5F1,0.855219877178148
CROT,0.854250844798966
FBXO24,0.853951266200624
BCL2L11,0.853820125407256
PAK3,0.853786777487297
TMEM220,0.853655619914387
ZNF124,0.853180233044376
HDAC2,0.853015752737748
RP11-729L2.2,0.852818964943076
DDX52,0.852392719407379
HIBCH,0.852328280974379
PTPN20B,0.851789345109497
CLEC12B,0.851308767627323
SAMD7,0.850402440581714
BCL11A,0.850075328246227
BTG1,0.849885895498725
MMAA,0.849721570180195
C12orf36,0.848891563934068
MTMR6,0.848809223712152
ZFR,0.848061352458977
B3GALT1,0.847098969058284
C3orf38,0.846905120439325
S100PBP,0.845812490039427
ASCL5,0.844759199326311
PTK2,0.844499745119774
ACSL6,0.84437957877912
TAC3,0.844003225736129
BCAT1,0.843945701896946
MTHFD2,0.843374779679652
UBXN7,0.842748288228683
NEGR1,0.842681294202461
CCSER2,0.841339808491722
ST6GAL1,0.84104187046043
SPTLC2,0.840953105316719
ZNF655,0.840951997863531
PUS3,0.840253834238063
U2SURP,0.838378103737159
KMT2A,0.838104724436892
RPGRIP1L,0.837826154627528
TFDP3,0.837698183734645
FAM179B,0.837050523709847
AFF1,0.836356246247902
SPOPL,0.83592596873053
CCNL1,0.835426113117753
OCLN,0.83494908381997
VASH2,0.834910275548175
TCEAL8,0.8347740766133
GABRA4,0.834623102866579
MTMR9,0.833601659563304
TTL,0.833170585621005
IL23A,0.833137425902877
RABGEF1,0.832741095460213
SLC4A7,0.832731875663457
ATG12,0.832450683382084
IRAK1BP1,0.832235875611734
ZNF207,0.832134769424846
GDAP2,0.831906242697844
JMJD1C,0.831128325401991
ADI1,0.83111063616852
NOVA2,0.83053772399247
MMS22L,0.830100161593109
CD164,0.83004182939196
SLC25A21,0.82998982017077
IL18BP,0.829648606185422
CCSER1,0.829540749470629
HAUS3,0.828627357461738
RBM12,0.82834437123226
INSR,0.828113659277066
PIGM,0.827954410045963
C7orf63,0.827099879952948
KIAA0391,0.826960172400875
HNRNPDL,0.826472740656824
ADHFE1,0.826413172465033
FAM20B,0.825796956313294
LSM14A,0.825750628382783
EPM2AIP1,0.825454104099817
RASA1,0.824837815876863
CEP97,0.824707115944984
WDR78,0.824425386959445
SATB1,0.82404660949073
PTPN20A,0.823802637090355
ALDH18A1,0.823632881946871
RAD50,0.823619459511128
XIAP,0.823393066341817
C1orf27,0.822832350079063
MTHFD2L,0.822297693353079
PGR,0.821801717434137
UNC80,0.821668618860458
PHEX,0.820648025365165
GEMIN5,0.818905529144113
CATSPERB,0.818643413506265
RGS5,0.818354870320678
ZMYM2,0.818077462902801
ACSL3,0.817970986203406
MST4,0.817879232827116
SIN3A,0.817782181053539
FZD3,0.816600601975031
MED13,0.816477879497403
HNRNPUL1,0.81581388843682
RP11-47I22.3,0.814642522617162
DENR,0.814167318527798
ZSCAN20,0.814047850919578
KIAA0825,0.813904113267819
SLC10A7,0.813883254024629
CASC1,0.813662245681428
PPP2R2A,0.813509548701038
NALCN,0.8130445194934
AGAP2-AS1,0.81255732488106
TCAIM,0.812444929299405
TSPAN14,0.812323093604099
USP38,0.812240769462842
ZNF527,0.811850736074328
HELZ,0.811492867407041
DECR2,0.811048623118272
TCEA3,0.811022184651869
RICTOR,0.810815817861402
TEKT3,0.810754680332343
ERO1L,0.81061736164468
DCUN1D3,0.810556403926782
AHCYL1,0.810524503774691
GAPVD1,0.810003529288483
NOX1,0.809446427655748
DDX31,0.809409157505097
DCAF4L1,0.809295070082954
UCHL5,0.808980759975596
SCEL,0.808919656409525
ANKIB1,0.808826114563412
DDX3X,0.808549043482774
SNX6,0.808504012645464
DDX60L,0.808429211301889
FER,0.807601025844969
NR4A3,0.807241824080494
C8orf86,0.806815966995603
TGFB2,0.806784182939215
SLAMF7,0.80677826568892
ACADSB,0.806687085143295
ACTR3,0.805855949958188
SV2B,0.80531878233537
MARCH5,0.805263905147963
IBA57,0.804982799718903
GEN1,0.804531125553566
CBLN4,0.803626550379509
TAF13,0.803569853713056
ARF6,0.803125743552355
C7orf25,0.803072929925276
PGAP1,0.802359495085211
CYCS,0.802325589469495
DENND6A,0.802239457322641
TMEM178B,0.801095121638324
SMG9,0.801001285956307
AQP4,0.80033563759277
CTD-2192J16.20,0.800183547876507
