Gene,Score
TMEM136,0.9960367544465
DGKI,0.991222499712917
ZNF773,0.989451768625123
VTI1A,0.989430129248394
ARAP2,0.984707449103596
AL139147.1,0.984122423155495
CCNT1,0.978626132657042
SACS,0.977261125709166
MAP3K1,0.977111391236506
BZW1,0.976465785328837
DOK4,0.969284927041635
NUCKS1,0.964954307496834
MMP16,0.963958432691532
LIN7A,0.962642053997216
H3F3B,0.962483211738929
IL17A,0.960988151074221
CAMTA2,0.958827442009356
GPRIN2,0.957581615878632
AHCYL1,0.952820487050552
BAALC,0.951480937735856
CCP110,0.947001850226503
GRIN2B,0.946351843313948
NISCH,0.945051343049323
FRYL,0.94457394370827
TMEM33,0.942292673008106
ZNF233,0.942004024970937
SNX13,0.940245605259858
CLEC1B,0.940183118859038
FAM206A,0.937007978396902
DYNLL2,0.936314352868692
SUPT7L,0.932533375725684
KPNA4,0.93209173070647
BX255923.1,0.928230055229164
FAM83F,0.928073900067502
RIMS3,0.925801973721351
HNRNPR,0.924754830559429
FAM155A,0.924577439484236
PTAR1,0.924382518193634
STX6,0.92334120754591
HMGCS1,0.919976272884526
UNK,0.917352958542779
KLHL13,0.916862730400831
VSTM2A,0.916770213936346
USP25,0.916169009541964
SLC24A2,0.915493018986943
NMNAT2,0.91527701749452
SMIM14,0.913858493116562
C22orf24,0.911904023021912
PTGER4,0.910471340877247
NFATC2IP,0.907653906924923
ZNRF3,0.907570705192597
DYRK3,0.906640116646074
RP11-399J13.3,0.903388664637878
FAM120AOS,0.90295647361293
NAV3,0.902156449616879
GPRIN3,0.902059434896838
HEY1,0.901653933824449
KRT222,0.901431242059587
SPATA2,0.89954676946849
FAM210B,0.898123529708766
ELOVL2,0.897956007667134
CDCA7L,0.896327573324115
LHFPL2,0.895113817524484
TIAM1,0.894335707736654
WDFY4,0.894178261408245
PPP6C,0.887204681756397
THEMIS,0.886935235959288
ABLIM3,0.885751771190906
CACNA1D,0.885235949774538
GPR137C,0.884502717136927
VEZT,0.883699253835852
FRS2,0.882583497585817
YTHDC2,0.881299541431128
SZRD1,0.879558468628329
MAP2K6,0.878338691089218
PPWD1,0.877005974337591
DCX,0.87640207618589
RRM2B,0.876319446109616
ILDR2,0.876253026482749
BAG3,0.875856120252074
NPTN,0.875262891559778
RHBG,0.875080007660313
RCAN2,0.873868459519305
TMEM150C,0.87314987651736
JPH4,0.871872716335861
DCUN1D3,0.871171775522862
MEMO1,0.87094208789129
PDRG1,0.870922271453791
KCNH6,0.86985750924132
RNF8,0.869460720295099
HNRNPA3,0.867838690496213
C14orf28,0.867026786815916
KIAA1217,0.866613101012137
UBR7,0.866421814099644
RCHY1,0.865889912027237
BSND,0.863918634432022
USP13,0.863161205462568
GSE1,0.861636232582329
ACTR6,0.860871338119324
ANKDD1A,0.860242618182133
SUFU,0.859354644171608
KIDINS220,0.858361622070469
COBL,0.857830721260176
SOX4,0.857727554508965
BMP1,0.857507416527906
ALKBH1,0.857177411699072
MYO1B,0.857116636117578
CDC42BPG,0.856697840654976
MYCBPAP,0.856547802072606
RP11-51F16.8,0.85608432380411
CGGBP1,0.856008115616893
COQ3,0.855693845412235
EXPH5,0.855415646483227
NUP98,0.854615500348719
HIBADH,0.853290354089703
DOLPP1,0.85311002191314
CASC3,0.852852349093193
BCL2L2,0.851643558730633
FNDC5,0.851279327709348
VANGL2,0.850417359557756
CALN1,0.849951571672623
GLRA2,0.848744025915859
DEDD,0.84768209843429
RTN3,0.847636598074704
SYTL5,0.847449279793807
CHST14,0.846790267952935
STARD4,0.846733499822759
GBP5,0.846544047832736
KDM3B,0.845709740033259
ACADM,0.843860011674079
LZTS1,0.843510039849869
GRIK5,0.843318248120023
HS1BP3,0.843191445708753
AGPAT4,0.843156423204374
MTMR10,0.842960755423439
PROSER2,0.842854518774118
XKR4,0.842041333503239
APH1B,0.841747643075706
PHTF2,0.840402065901333
IFITM10,0.838974655694961
KCNK9,0.837715156361415
MAP2K4,0.837566367898578
PRKCE,0.835562556158953
GPC1,0.83349532381142
IP6K1,0.833298214223869
COLGALT2,0.833060987335135
ELOVL1,0.832482994007784
ARRB1,0.832123404697733
AC092850.1,0.832098374974455
RAB8B,0.83200879089223
RGS9BP,0.831818232370076
LRP8,0.830693451875309
PAIP1,0.829706671395984
SECISBP2,0.827417371615109
FPR3,0.826584071613018
PTPN1,0.824778894955416
FZD10,0.824281818464466
GFRA1,0.823702393310543
CAMKK2,0.823445213828583
GOLPH3L,0.823393075382294
PLN,0.82175799486335
RNF11,0.8216390480259
SRPK1,0.821426429711348
RHOBTB1,0.820136018359687
PNISR,0.819294556144104
ZNF436,0.818913982283461
COPS5,0.818913258143021
LSAMP,0.818705400636638
RFX3,0.818338002223837
TRIB1,0.818303258874279
CACNG8,0.817986945959895
BICC1,0.81794205748663
ENOSF1,0.817736574880983
C17orf75,0.817221475553102
WWP1,0.816649944312402
HSPH1,0.816232222610885
ADTRP,0.815542452640179
SLC18A1,0.81536973420845
PIK3IP1,0.814965414397479
AL583828.1,0.814821170374485
TPRX1,0.814561418987411
CA7,0.813474779671969
CALCOCO2,0.813151888835175
MPZL1,0.811114970364082
YIPF3,0.807717012722057
ZBTB34,0.806873601875217
KIAA0226L,0.805991139447312
ZBTB44,0.805611287894329
ZNF507,0.805053502639774
MARK2,0.804864944283833
ADD2,0.804604399617084
MYRF,0.804528536535808
RAB31,0.804296228839792
C2orf88,0.802422012661447
KIAA1024,0.801959590500616
SLC35G3,0.801049467405073
SIGLEC9,0.800645060137316
