Gene,Score
ZMYND11,0.999996962781746
SIN3B,0.999986060444778
PCDH10,0.999966799886142
HIPK3,0.999965478738232
HBP1,0.999944921721807
LRP2,0.999934945391302
SKIDA1,0.999908741726746
DOCK10,0.999908090637819
RNF11,0.999895634677032
PMEPA1,0.999875152004534
DBF4,0.999849788400925
KCNA4,0.999824509112349
SYT1,0.999819772312327
FMR1,0.999811747084439
JAZF1,0.999770680981118
PPP1R12A,0.999740488575781
RAP2C,0.999730460730823
ATXN1,0.999725153407924
FBXO32,0.999703015296599
KLF10,0.999700359442229
RNF111,0.999693355030818
SBF2,0.999681873245968
ZBTB10,0.999601962107552
SLC9A6,0.999598892609007
AFF1,0.999594139472339
PRICKLE2,0.999593235525188
ELOVL5,0.999577307732382
SMARCA2,0.999566793191436
MYCL,0.999536287033803
PATL1,0.9995113567446
RORA,0.999492568912514
EBF2,0.999481731636353
S1PR1,0.999477231449186
RIN2,0.999473496911584
SOCS1,0.99946403796392
CHIC1,0.999451628900142
ZBTB18,0.999437232536431
ADRB1,0.999403574355563
ARMC8,0.999397840690145
ADSS,0.999385063025735
FAM160A1,0.999347684406286
LONRF1,0.999341542053457
PLXNC1,0.999331746154115
RAPGEF2,0.999275194366933
BEND3,0.999266802766192
ATF2,0.999217620927656
PNRC1,0.999209008866002
ZNF831,0.999173147564796
PIK3R3,0.999164485058255
MYLIP,0.999154024329127
ABR,0.999091602003428
RGL1,0.999059560349032
TNFAIP3,0.999058890628051
TUB,0.999023025926634
E2F8,0.998963529827407
RAB18,0.998861935198575
AFTPH,0.998801320109285
CR2,0.998770801432271
GRSF1,0.998730182238041
CNTFR,0.998632012122478
SEMA4C,0.998539221482484
SOCS3,0.998533078267607
KCNJ2,0.998518906051484
TGIF1,0.998413798336202
ELL2,0.998249270554756
C11orf96,0.998244965722205
PDE4DIP,0.998168402336311
BAMBI,0.998104856116979
ZNF738,0.998059226677937
MKL2,0.998030034038118
PPARA,0.998003221385356
KPNA6,0.997875191566464
DDX3Y,0.997869591212363
VPS4B,0.99785338899867
RAB13,0.997830797494787
ACBD5,0.997810216639686
TBK1,0.997766960221684
LIMCH1,0.997600524163972
IGFBP3,0.99757340056591
PPP2R5E,0.9974984056994
MYCN,0.997497489475516
ANXA7,0.997494745056905
DTNA,0.997482671530355
ANO1,0.997462231210784
WDR1,0.997445806239791
