Gene,Score
RBM25,0.998845380068705
GOLGB1,0.994633167163728
CDKL3,0.991304978969596
NEGR1,0.989186219880784
ANKRD11,0.988563377750461
TRPM1,0.985898172029895
RBM39,0.983752654240433
ACSM2B,0.982492115091298
MDGA2,0.981931971193022
UIMC1,0.980598011579548
CYB5R4,0.980232091376968
ZBTB37,0.980107743860991
NSRP1,0.979095334649894
CRNKL1,0.979068956540959
FAM115A,0.97892254418981
SPTY2D1,0.97826125443234
ZNF704,0.978237704857823
CCDC144NL,0.978229706004592
TLK1,0.976955812630098
SAMD4A,0.976730799667502
CPEB4,0.976454637442205
PRKG1,0.976052886764602
TRMT1L,0.974954545975563
NKTR,0.974762576098025
FAM19A2,0.974398418643473
LARP7,0.970270816189366
CCAR1,0.969585314003338
TAF4B,0.969475331956791
ACSM2A,0.969391611716053
WDR7,0.968682465709034
CSPP1,0.968659847663897
PLP1,0.96590093987268
ATP8A2,0.963847320631182
YPEL2,0.963522488209365
AL626787.1,0.962337492382656
KCNK6,0.961966585764148
KIF15,0.961775579368824
SLC35G3,0.960503948508248
PCDH20,0.96018579492092
MON2,0.959820443636966
CASC1,0.959713745760762
FAM161A,0.959465409607271
LRIG1,0.959164971517424
SNX1,0.958342976913668
SYAP1,0.956437697534773
NLGN4X,0.954867623360112
ALMS1,0.953968909786686
ZNF773,0.953958365489407
PIK3CB,0.953362789812411
CCDC18,0.953232344160154
KIDINS220,0.953156827219779
GCG,0.952873893620819
RBM41,0.951050241643004
PP13439,0.950601962768852
TSNAXIP1,0.949996354309204
ZNF827,0.948625131457047
IL33,0.948531507445638
UNC5D,0.94741336428572
CASK,0.947287763602416
RNF213,0.947200586955338
COPS3,0.946972260781311
SLTM,0.946123852629771
CCDC148,0.945805407189536
PDE1C,0.945366199718061
DIO2,0.94513203998893
UBN2,0.945073197797588
SLC25A30,0.942743318474239
ZNF720,0.942562624021999
WDR63,0.940943446003817
NDUFAF6,0.940270803149107
USP13,0.939951110953045
SLC26A7,0.939765062711834
CNTROB,0.937500406279879
TTC19,0.937402711920472
IBTK,0.935751189492845
SETD2,0.935377083479045
DDX6,0.935095857867805
GART,0.934863321610382
IGF1,0.934245635734644
FAM78B,0.933292264724044
FBXL5,0.932526803867859
LPP,0.932408667827575
ZNF655,0.931828451876074
GRIN2B,0.931565182366183
HOXA13,0.930911762691467
SGCE,0.930655585244585
ZNF225,0.930434265110063
UBE2D2,0.928511357506724
TRABD2B,0.928002136729401
TNRC6B,0.927507265556449
CCDC132,0.926678152247707
CNKSR2,0.926523884804081
AP1G1,0.926266615710734
SNX11,0.926162316966606
VSNL1,0.924891685377657
TMEM19,0.924782887900352
ELAVL1,0.924653860194423
ENDOU,0.922916946254878
ZBTB32,0.921406869492006
CEP57,0.920984955907084
STAMBP,0.920135777600685
ZFHX4,0.919318316278561
ASH1L,0.919153512834901
HAPLN1,0.916398397667901
PIEZO2,0.916175558668427
BICD1,0.915837426746804
HAND1,0.915686557825802
PAX7,0.915570431890204
PRDM6,0.915386003950277
TTL,0.913226783880273
SAMD12,0.912418820819389
PHACTR2,0.911857537157478
HRSP12,0.911254683712955
CHRDL1,0.910077845664442
CEP152,0.910059826998304
ZKSCAN1,0.90835042710754
KCTD19,0.908178538875322
OSBPL8,0.907357762972593
RORA,0.906231611891703
TMEM200C,0.9045604882432
DBF4,0.903833727786341
IKZF3,0.903383252678678
KMT2C,0.901548008884027
PDYN,0.901163774889806
TARS,0.900929091137932
DAAM1,0.899422600490169
BRWD1,0.899374498123107
CDC37L1,0.899365736786091
XKR4,0.899053644175313
MMP16,0.899042222955253
GATA6,0.899015651346018
CDH19,0.898649065351716
C11orf58,0.898601329831262
CUL4B,0.897885581057316
POU3F2,0.89777050676111
SORCS1,0.897678935709711
ABCC5,0.897632447201047
FBXO11,0.897080534279798
NOMO2,0.896794237748542
IL7R,0.896541314665715
SMCHD1,0.895527525293999
CERS6,0.895491174897961
KCNB1,0.895156132369289
IPO8,0.895075276372901
GOLGA8G,0.894164000966555
DNMT1,0.894114612703213
GUCY1A2,0.894091056441274
RPAP2,0.894073320202929
BUB1B,0.893544469821363
RAB11FIP2,0.893252443341917
TAB3,0.892795827727391
GOLGA1,0.892779265064547
SYT10,0.892111403555478
CCDC150,0.891935193112239
UTRN,0.891210130692432
CEP89,0.891131085734054
UBC,0.89072858821146
NRXN3,0.890685352473125
IGFBP2,0.890245254994068
MTFR1L,0.888127833741721
DENND5B,0.888115456842991
EPHA7,0.888057684733082
SSBP2,0.887832814840812
MEIOB,0.887740869282676
EMX2,0.887610264714418
RSBN1,0.887397938955649
EPT1,0.886856302988912
SAMHD1,0.886334312683047
RC3H2,0.886235346834707
APPBP2,0.886048646656944
GCC2,0.885947245758406
KRR1,0.885856229603387
ALG9,0.885761598913365
PPP1R10,0.885538788506302
SLC8A1,0.88516937033602
AL590452.1,0.884925266824078
SLC1A1,0.884851261216387
BIVM,0.884542512651084
DCLRE1B,0.883603897267459
TDRD3,0.883229349319286
CTDSPL2,0.882977067494041
RTTN,0.882862829929843
LPIN2,0.882826191135959
PBX1,0.882779086894146
OCLM,0.882495460846982
COL8A1,0.88090122675633
PSMD7,0.879989342365253
SEMA6D,0.879664226820383
BRAF,0.879568574564184
DNAJC21,0.879312686434612
LRRC2,0.879260410417465
ASCC3,0.879152271759689
STK32A,0.879149920004722
ZNF24,0.878743985304806
GCSAM,0.878108936154251
FTO,0.878073635885018
PHLDB2,0.878060130342612
RARS,0.876919483872268
IL36RN,0.876861440749711
DUSP3,0.876015885061086
NTM,0.875219216064306
COL12A1,0.875032123312967
PPM1K,0.874317636095051
PRKAR1A,0.874183076205182
RPL3L,0.873919978300752
SMOC1,0.873458917337455
GFM1,0.873146783178367
GOLGA6L6,0.872882976977188
SH2B1,0.872836342685958
TRIM66,0.872352760966444
SYT14,0.871583002468543
DST,0.871431281691526
GOT2,0.871355472735059
KCTD18,0.871087222077911
TRPM3,0.870541494514606
CTC-487M23.8,0.870503220716724
ZEB1,0.870329965197876
IPCEF1,0.868894184606407
ILDR2,0.868300340878411
RFWD3,0.867740551490826
BNC2,0.867716092181732
TAF6,0.8676699875726
SLC5A12,0.867417651954736
TNFSF18,0.865579121447704
SIX4,0.865392951678799
CLLU1,0.86522652006071
PAK3,0.865176620514841
DHFRL1,0.865144404298672
TRPM8,0.864602237589889
XRN1,0.864077653986367
ZC3H13,0.863387823593274
TSPAN2,0.862961330711222
UACA,0.862808575253033
CDK5RAP2,0.862566287946863
NOMO3,0.862002395169681
AGO1,0.860443409248993
ASPH,0.860285129194978
SMEK1,0.860269352394363
ZBTB8B,0.860171559120371
FAM19A5,0.860021481017373
CENPE,0.859809210433751
ZNF605,0.859750390569738
CCDC66,0.858988702318724
STXBP5L,0.85861485475877
REV3L,0.858574566655813
HOXC9,0.858554533714152
ZWINT,0.858439410388752
ATXN1L,0.858330149591723
RIOK3,0.8579338042521
SLC18A2,0.8579203657138
KCNJ6,0.857896599134849
SREK1,0.857788970220923
LRRC66,0.857646583560427
GKN2,0.857635739381605
CCDC65,0.857508193000311
SSMEM1,0.857486993580012
PRR14L,0.857313606956208
ITGB3,0.855996543052813
SMARCA1,0.855877401437937
PSMA2,0.855685858509739
GOLGA4,0.85547630174248
PPWD1,0.853955435477506
SRRM3,0.853849251978275
SIK2,0.853669213544455
PGR,0.853639897129691
NIPAL2,0.853580468047056
LMO4,0.853327587782514
PTGER3,0.852716530582772
TMCO5A,0.852471470634308
RSPO3,0.852347737658728
RELL1,0.852225856705465
FOXP2,0.852222486043623
CDC25A,0.851268300183783
KIAA1549L,0.85102355861134
