Gene,Score
ELN,0.999999950432389
ATAD2B,0.999999697916751
HBP1,0.999999358752498
COL6A3,0.999999172225553
SESTD1,0.99999843302191
TLL1,0.999998073989563
COL4A5,0.99999736474904
COL4A1,0.999996662625981
MEX3B,0.999993445542816
IREB2,0.999983219947832
IGF1,0.999974369016758
MMP16,0.999968258984861
DDX3X,0.999960459175885
TET3,0.999958373383265
PAN2,0.99995481486714
COL3A1,0.999939735517486
ROBO1,0.99991665233267
NFIA,0.999908743728109
PCDHA11,0.999908704085363
COL5A3,0.999908581009285
KIF26B,0.999899235733329
FOXJ2,0.999899208145805
PCDHA6,0.999895550012227
ACPL2,0.999894402993158
PCDHA8,0.999889488120262
PCDHA13,0.999885702358705
SMIM17,0.999885287097357
PCDHA12,0.999884600948128
PCDHA2,0.999884173650338
PCDHAC1,0.999883063931993
PCDHA5,0.999881571743267
PCDHA4,0.999880394751709
PCDHAC2,0.999874990627299
COL7A1,0.999872486766268
PCDHA7,0.999870572490989
PCDHA10,0.999864066962056
PCDHA3,0.999849465178758
IFI30,0.999846336346607
GRIP1,0.999829116244165
NSD1,0.999811241556879
KIAA2022,0.999776073293827
MBTD1,0.999760768664252
PCDHA1,0.999746890001068
HIF3A,0.999741647824205
PXDN,0.99973074148969
COL2A1,0.999716309698559
LIN7A,0.999650280885443
TMEM183A,0.999589304854687
FEM1B,0.999579098086233
YBX3,0.99957794228839
SLC16A14,0.999516401467382
RNF19A,0.999501485078325
RLF,0.999491814295045
C10orf67,0.999428939555285
COL4A4,0.999289251388054
NAV3,0.99927196008769
PMP22,0.999231452646721
COL8A1,0.999205922897923
GPATCH2,0.999098457733791
COL15A1,0.999038058576124
ASXL3,0.999010194198548
ADAMTS12,0.998943513751486
RNF39,0.998937994566579
ADAMTS9,0.998794607629927
NPAS3,0.998663038066077
LYSMD1,0.998627868388401
CCNJ,0.998529571024138
DPYSL5,0.998473353202496
ADAMTS2,0.998458383638161
CEP76,0.998342214241022
STMN2,0.998262597174696
BACH2,0.998244121624835
SUV420H2,0.997922051988695
TMEM236,0.997847381982501
DGKH,0.997793189880947
CCSAP,0.997463225552941
FAM167A,0.997422468714775
SH3PXD2A,0.99723983009677
ISG20L2,0.997213024675406
ANKRD13B,0.997076465642683
GSTA4,0.996834550629782
TMEM236,0.996797198757292
GPR37,0.9963137344507
KIDINS220,0.996308155336032
EML6,0.996301178897849
PIK3R2,0.996014046302899
MEST,0.995919540461448
TFEB,0.995855899899746
HMCN1,0.995839867454835
SETDB2,0.995763497142237
HAS3,0.99551801291752
TET2,0.994944171397865
ENHO,0.994531027904354
TNFAIP3,0.994354405953539
TMEM178B,0.993990068646209
NOVA1,0.993968495424102
ARID1B,0.993931319050723
LAMA2,0.993792608666842
KDM6B,0.993771269840889
BRWD3,0.993288462938807
PDIK1L,0.993246366259364
MYBL2,0.9931770151398
RHOBTB1,0.993140012164853
CAMK4,0.99303985359259
FER,0.992439380393896
TRIB2,0.992164355093563
SPARC,0.991254481883408
CLMN,0.990831275220588
C7orf60,0.990801519145479
MXD1,0.990436032956247
SHROOM2,0.989592004442362
VEGFA,0.989375612602336
TET1,0.989365530391501
ZBTB34,0.989321149912575
COL1A2,0.989300780277542
ADAMTS7,0.989102584533303
C7orf73,0.988996099858226
PI15,0.988823898154068
COL11A1,0.988804833845824
ERCC6,0.988042141064282
C4orf32,0.988035851413558
NAV2,0.987840295807852
ZNF207,0.987589930186088
NARF,0.987464216267361
FERMT2,0.986904418495296
CRISPLD1,0.986892706127755
ZHX3,0.986886625214079
SLC22A7,0.986699631242017
MARCH1,0.986350452910407
KIAA1432,0.986059964064823
COL5A2,0.985734530552893
COL19A1,0.985260761662972
NAV1,0.985177105154173
PTEN,0.985164334943227
MST1,0.984656998673152
TMOD3,0.983845245575941
CAV2,0.98304418791266
GXYLT2,0.982872517912776
TMEM212,0.982815589285005
STX17,0.981993310042593
TIMM8B,0.98197384046176
MUC22,0.981842851830578
PGAP2,0.981787112640593
LOX,0.981684002001406
TNFRSF1A,0.981670110117286
GLIS2,0.981420524057762
NUP160,0.981402722586487
ZNF704,0.981249816959736
PRKAB2,0.981224359629336
ARF5,0.981066088029649
KLHL28,0.980799313088806
ICOS,0.980560300043717
TNFRSF9,0.979977599001496
KCTD5,0.979854048140457
ZNF282,0.979836230237802
ADAMTS6,0.979745603076133
ZFP36L1,0.979583625908857
FSTL1,0.978736467520456
CSRNP2,0.978520780032467
LPL,0.978515420603637
EFNA5,0.978329993378263
COL5A1,0.978192041275404
TIMM44,0.978059034451363
BCL11A,0.977762757537355
SNX24,0.977555594791422
METAP2,0.977484414831182
WBP1L,0.977476794057785
ATG9A,0.976650247011064
COL9A1,0.976339185168815
KDM5B,0.97621591960086
SMTNL2,0.975673753243717
LAMC1,0.975609551388475
TMEM169,0.97542599385227
RHOT1,0.975344358727797
OTUD4,0.975087878678826
FAM105B,0.975063804463594
RAB30,0.975057490371878
SCML2,0.97502204293104
PDGFC,0.974761485465686
DNMT3A,0.974549339589734
RBM26,0.974267953575313
DNMT3B,0.974073713948517
CLDN1,0.973899824358039
MYCN,0.972248451745506
SLC44A5,0.972112011932983
PPIC,0.971839085475427
CLEC2D,0.97180485317656
KIF26A,0.971729687707093
FAM57B,0.97080435328384
C1QTNF6,0.970762902059203
TERF1,0.970576222289874
TTC9,0.9703270457682
COL4A3,0.97031797829734
TNRC6A,0.969708498943044
CALCB,0.969573113258849
PAPOLG,0.969359590246892
CYP4F3,0.969352913169789
IFFO2,0.969305196620729
TDG,0.968833264323092
CLCN5,0.968665874908784
PRR14L,0.968275762357747
NAP1L3,0.968183607543803
PURA,0.967956093498646
BTBD10,0.967796589465102
ADAMTS10,0.96728040501431
COL1A1,0.966374479589359
ZBTB5,0.965909415206843
THRA,0.965096416352488
KCNJ6,0.96496709270148
TFAP2C,0.964474967644854
BRWD1,0.964092665418533
DBT,0.963932166917568
ROR1,0.963053527138203
BAK1,0.962753077236816
USP6NL,0.962752336653573
ZNF28,0.962579420015702
SLC5A8,0.962430996947507
MAP6,0.962351527148648
GREB1L,0.962255517303723
HAPLN3,0.962253463828693
SLC35B2,0.961396295665416
FARP2,0.961307668905723
GNG12,0.961030844907101
KDELC1,0.960873022841257
MAPRE1,0.960436318861749
ZNF469,0.960179468731303
UBTD2,0.958882243989416
LRP6,0.958784711872633
PPM1D,0.958646929785498
TPM1,0.958490281562658
KCNC3,0.958240304536537
SCHIP1,0.958208688628134
MICB,0.958088833984092
MFAP3,0.957933708963815
CUEDC1,0.957833137151083
SMEK2,0.957511166232542
ENTPD7,0.95747298195183
TTC30B,0.955708684780787
ADAMTS17,0.955618794519046
NIPSNAP3B,0.955198809217123
IL1RL1,0.954043495937722
RGS1,0.953494595368294
COL4A6,0.953309700692566
CTC1,0.953277182594513
MOBP,0.951788085305773
ERLIN2,0.950506621449731
KIAA1024,0.949149207919281
ELOVL4,0.948209548873893
SCYL2,0.947728951526002
RHCE,0.947551021383085
ELF2,0.946995059460549
MGAT4A,0.946446354410065
ATXN1,0.946352851773566
ARRDC3,0.945924900640173
ZDHHC5,0.945878093429918
HS3ST3B1,0.945352244720934
COL25A1,0.944954763697295
RAET1L,0.944772484735208
DOT1L,0.944021119023044
DAZL,0.943791444991167
PIK3R1,0.942937691246246
ZNF577,0.942695600134269
COL27A1,0.94113343873871
PITPNM2,0.940270277290909
PLAG1,0.939206115025273
SEC23A,0.938975276792725
VPS33B,0.93846679173945
ATP10D,0.938431984484655
MORF4L1,0.938206075457228
HBEGF,0.937820298489482
ARSB,0.937421274336499
SIKE1,0.937154262796529
PCGF3,0.936941027893365
FSIP2,0.936384565008183
MAFB,0.936056760358845
TDRD3,0.935590590663053
BMF,0.935358440999096
USP49,0.935130779786314
SLC6A14,0.935023414063251
MLF1,0.934871481350934
FBXW7,0.93478875945659
ANKRD52,0.934269841742169
CPS1,0.933745292060339
TESPA1,0.933300769568252
VGLL1,0.932618829342797
RIT1,0.932556776420897
GPC4,0.931904439719368
SS18L1,0.931741852703864
MAP4K4,0.930894516503172
KPNA1,0.930815590618562
CALM3,0.930692064447666
LSM11,0.930551278990897
ERC1,0.930506398161028
ZKSCAN4,0.930301299056509
CDK16,0.928385803653546
