Gene,Score
CCDC38,0.999971072333205
ZNF429,0.996101488310666
MED1,0.994639499732729
PCDHA5,0.992317811844908
PCDHA2,0.992287232979673
PCDHA6,0.992282726634558
PCDHA3,0.992189552053409
PCDHA4,0.992185411250263
PCDHA1,0.992167233659584
PCDHA11,0.992129863296011
PCDHAC1,0.992066517638636
PCDHA12,0.991991964192072
PCDHAC2,0.991980516436749
PCDHA8,0.99191849088687
PCDHA13,0.99191378280621
CR769776.1,0.991643699733902
PCDHA7,0.991551501488888
PCDHA10,0.991247803338145
DCAF8,0.990833777421812
TRIOBP,0.988996579840699
TPRXL,0.986779494274675
SEPT8,0.984901464718542
PIK3C2G,0.982404552908574
RP1-32I10.10,0.980238666181222
FAM117A,0.979355050819819
RASSF8,0.978022125394874
ZNF880,0.975339530792041
NCR3LG1,0.973423484203257
THOC2,0.973293411849342
EXD2,0.971226999148778
NID1,0.963186013215451
MAATS1,0.962191773162309
ZNF843,0.962174950344366
GPATCH2,0.960521384956784
TRDMT1,0.959858180631383
TMTC1,0.959519394379839
ZNF441,0.958372369346046
CCDC86,0.957320399418902
SUCLA2,0.956118552238498
RPAP2,0.955004857476842
DCBLD2,0.954613688775837
MYO5A,0.95420008349567
NOL12,0.952490885843168
CADM1,0.951955297832706
HERC4,0.950900788026297
GPSM3,0.949064128496553
PTCH1,0.948859443124286
PPME1,0.948536967967762
BCL9,0.948518849487499
MT1F,0.948087905103476
MTCH2,0.946750801802027
SPINK7,0.946272357673921
C2,0.945987262590881
GAGE1,0.944958173421638
NMNAT2,0.942239628900209
RGPD1,0.941757222700412
C10orf67,0.941654716073694
GIGYF1,0.940683499410026
MARCKSL1,0.940172866333128
INO80C,0.939563200149754
CAMTA2,0.936826476779189
ADAMTS6,0.935287819101682
E2F3,0.935019402713534
KPNB1,0.934336943135981
PTGIS,0.934304777630889
MXRA5,0.933710276525387
AC010536.1,0.933186303595453
GPATCH8,0.931632964992363
HELLS,0.931556510119746
TUBG1,0.930347028784558
RNPEPL1,0.926669412688792
HIP1,0.925290034243668
C17orf105,0.924819531335263
SEMA4G,0.92460173341615
SPIRE2,0.923852452308325
HNRNPL,0.923353995992155
ASPH,0.922588420187937
ALS2CR11,0.921565247086013
AJAP1,0.92068501556295
CDX2,0.919988384970943
PAK1,0.919149343937623
SIDT2,0.918025201683656
NUTM2G,0.916990720317708
CXCL12,0.91697887783748
ZNF605,0.916829357609509
C19orf59,0.914549037473329
CARHSP1,0.91408749742753
NAV1,0.913745344449058
KHDRBS1,0.913469496090255
CORO1C,0.91336797298888
CRY2,0.912814498734445
GAGE12J,0.912327826319164
INTS5,0.911974971449754
ZCCHC14,0.911779263959069
GAGE2C,0.911602092610008
GAGE12B,0.911570118057403
GAGE2D,0.911538137202865
MSMO1,0.91153740530374
PPP1R12B,0.911159476865156
DUOX1,0.911134829230076
ARRB1,0.910436124563463
MAP3K13,0.909758764779256
CASP2,0.909621269383733
ANK1,0.908858233142513
GGT7,0.908525275872001
MYO18A,0.905100789333406
FZD7,0.904392847867327
ARID4A,0.904065114542025
WIPF2,0.903611427187785
RP11-123K3.4,0.902930955249113
SMC1A,0.902884468776724
PEX26,0.902343715208167
NUTM2D,0.902158472387382
SOD2,0.901757424294495
KCNB1,0.901119489483917
PRICKLE2,0.90081591511545
TSPAN7,0.900531480839674
LAS1L,0.90035107094562
RHOJ,0.90000581237919
TSPYL4,0.899837538414377
KIRREL,0.89943321432029
PRELP,0.89935280670392
PAG1,0.899074478957053
SLFN12L,0.898942913821691
SMAD2,0.898622217088344
GAGE2B,0.897920141034776
GOLGA6L20,0.897740599250584
POLR3D,0.897287227746528
ADAM30,0.896605471493864
PRR13,0.896219633634262
SFT2D2,0.895742780931921
FRMPD4,0.895712095029501
BTG1,0.894480269886545
ABI2,0.892080757061842
RAB37,0.890960992869206
ARHGAP9,0.890202289829468
CNTN6,0.889264201282987
XIRP1,0.888576424307681
MPZL1,0.888488912879604
C5orf66,0.887677706724418
C11orf1,0.887660635426021
NTRK3,0.887440381114073
KIAA1161,0.886918347861124
CLASP2,0.886909122814582
KIDINS220,0.886615482647258
RNF217,0.885875122901869
ITCH,0.885467234433903
KATNAL1,0.88502978166929
TMEM104,0.88495360803494
EIF3D,0.884561813197782
DCTPP1,0.884249881589194
CCR4,0.884177565489115
TIMP3,0.883395625561218
NEDD8-MDP1,0.88338617764016
HSPB6,0.883164728596829
RAB5B,0.883001307548849
DMP1,0.882905616206122
PHLPP2,0.882284122773129
EIF1AD,0.882066902590242
AAK1,0.881324646875369
GABPB1,0.881208852984726
FGF11,0.880920235672348
WNT2B,0.88011100508718
RPP14,0.879659857162042
LRRTM1,0.879410622793507
YIPF6,0.879034709963709
POTEM,0.878945630030908
C10orf107,0.878549681358375
STK4,0.878486351660891
MGAT4A,0.878230011842865
GRIN2B,0.878066048099049
LSM11,0.877147037969654
ZBTB4,0.877131680778409
GRIN3A,0.877011394307229
FGD1,0.876308573301542
CLLU1,0.87614982633373
CTSA,0.87484726063564
RNF220,0.874799504711262
CALCR,0.874649256325711
ATP2B1,0.87458691261868
TRIM4,0.874106001887746
TNRC6A,0.87362568984793
