,Dementia_n,Dementia_p,Dementia_l
30,RORA,9.1645993372219e-100,0.4769497
500,BMPR2,7.4344202503364e-12,0.11691974
804,NGF,1.012087545475663e-06,0.92583865
1101,CNTFR,0.000505601405192428,0.59047264
1841,ARNTL,0.10360250105702555,0.06842729
2006,RORB,0.1871291588060259,0.5762537
2090,CLOCK,0.25036732301307635,0.025848977
2179,NR1D1,0.30990847506506164,0.29377225
2185,ACHE,0.3132234433527224,0.4435177
2371,BMP8A,0.4605654143840215,0.3547189
3316,BMP4,1.0,0.2934626
3384,BCHE,1.0,0.3775603
3514,NTRK2,1.0,0.01749247
3742,BMPR1B,1.0,0.2473785
4219,BMP1,1.0,0.28648168
4605,NGFR,1.0,2.5835035
5018,KLF4,1.0,2.882117
5139,STAT3,1.0,0.04903251
5291,BMP7,1.0,0.23392315
6907,STAT5A,1.0,0.55293614
7015,GBX1,1.0,0.46368533
7387,IL6,1.0,2.388011
7720,CHAT,1.0,0.43324015
7916,LHX8,1.0,2.1485069
9762,BMP15,1.0,-0.14810036
11122,SLC18A3,1.0,0.0
13105,GBX2,1.0,0.0
13953,BMP10,1.0,-0.09498799
14291,NKX2-1,1.0,-15.46186
14545,LIF,1.0,-15.828951
14747,PRIMA1,1.0,0.4821425
15282,BMP5,1.0,-0.14006482
17229,RORC,1.0,-0.33271983
17848,BMP6,1.0,0.06175146
17852,SLC5A7,1.0,-0.47869357
18605,STAT5B,1.0,0.07317233
19942,BMP2,1.0,-0.013954251
22383,BMP8B,1.0,-0.34518534
22574,CNTF,1.0,-0.52025086
23020,LHX6,1.0,-0.5896514
23537,IL6ST,1.0,0.014750518
25329,KLF16,0.6836143884425843,-0.10716211
25436,NTRK1,0.6486417556379295,-1.0135552
26819,BMP3,0.2952721992389527,-0.040033687
27049,NR1D2,0.24590200396380854,-0.056673944
29784,BMPR1A,0.009282106539239048,-0.08849957
31682,LIFR,0.00010240273394303794,-0.14957933
31708,COLQ,9.56617730292419e-05,-0.11740916
32653,BDNF,2.3063853783149728e-06,-0.9999601
33045,IL6R,3.2137146760715544e-07,-0.8731638
33338,KLF7,5.772994345121561e-08,-0.17303866
34191,PCYT1A,9.136200313821926e-11,-0.20524624
34348,NPAS2,2.1721709494034805e-11,-0.16118409
34923,SMAD2,2.0699858307322958e-14,-0.2094731
34998,STAT1,6.9453453451365494e-15,-0.374868
35189,ARNTL2,3.1738083445644135e-16,-0.34333268
36055,BMP2K,6.758322263940369e-31,-0.45347267
36282,BMPER,1.804556938113935e-40,-0.30778304
