,Dementia_n,Dementia_p,Dementia_l
282,NTRK2,0.034812411559328654,0.039011512
1121,SLC5A7,1.0,5.0518637
1338,CNTFR,1.0,0.14313293
1365,STAT5B,1.0,0.078367904
1852,SMAD2,1.0,0.06650237
2260,BMP1,1.0,0.16880907
3814,STAT5A,1.0,0.07502906
4481,KLF16,1.0,0.20613137
4524,BMP6,1.0,0.3412432
4791,BMP8A,1.0,0.7014576
5577,ACHE,1.0,0.06143086
6319,NR1D1,1.0,0.025021303
6741,NKX2-1,1.0,-0.034179833
7119,BMPR1B,1.0,0.106220275
9379,CNTF,1.0,0.0075480286
9390,BMPR2,1.0,-0.013134886
11683,BMP15,1.0,18.534994
12124,GBX1,1.0,0.6741329
12322,KLF4,1.0,0.29728392
12823,NGFR,1.0,0.5051531
13475,RORC,1.0,-1.7807844
14504,LIF,1.0,0.0
14674,IL6,1.0,0.0
15610,SLC18A3,1.0,0.0
16317,BMP10,1.0,0.0
16680,GBX2,1.0,0.0
18367,CHAT,1.0,-0.35476336
18676,NTRK1,1.0,0.12444895
19845,LHX8,1.0,-15.179488
22128,BMP3,1.0,-0.16984609
22163,BMP5,1.0,-0.88796836
22517,BDNF,1.0,0.09223932
24670,RORA,1.0,0.0060136253
25989,BMP8B,1.0,-0.79138976
26232,BMP4,1.0,0.010883006
26314,PRIMA1,1.0,-1.1660223
26589,BCHE,1.0,-0.15047145
26885,LIFR,1.0,0.0041599073
27077,BMP7,1.0,-0.6406022
28058,STAT3,1.0,-0.037387192
29487,ARNTL2,1.0,-0.1332524
29779,ARNTL,1.0,-0.021070506
30983,LHX6,1.0,-0.02247959
31057,KLF7,1.0,-0.03281197
31552,NR1D2,1.0,-0.019186292
31765,NGF,1.0,-0.09772404
31860,RORB,1.0,-0.11617827
32380,STAT1,1.0,-0.20155299
32491,PCYT1A,1.0,-0.058712073
32578,IL6R,1.0,-0.23003978
32601,IL6ST,1.0,-0.038996987
32964,NPAS2,1.0,-0.044525456
33189,BMP2,1.0,-0.3819354
33795,BMP2K,1.0,-0.06685998
34633,BMPER,0.5865914094382314,-0.14510293
35513,CLOCK,0.1504142725756488,-0.106115595
36013,COLQ,0.028747580117708286,-0.18502454
36042,BMPR1A,0.024083343742490347,-0.13742638
