,Dementia_n,Dementia_p,Dementia_l
271,RORA,3.400541106171927e-142,0.109562725
797,BMPR2,2.0049352464890384e-26,0.03891104
1132,ACHE,2.9333571117445614e-12,0.48656824
1217,NR1D2,3.9383677000326405e-10,0.059064757
1792,KLF16,0.009249918981452502,0.36133447
1906,LIFR,0.03286346600465204,0.053828955
2207,NGF,0.23628799934321634,0.8911901
2697,KLF4,0.7854075818841763,2.2989736
2824,NGFR,0.890639155301283,2.0272515
2953,BMP6,0.9829227487609642,0.414388
2962,BMP2,0.988633202117656,0.32923928
3563,PRIMA1,1.0,0.49674374
3901,GBX1,1.0,0.3123135
5608,NKX2-1,1.0,0.6396621
5830,SLC18A3,1.0,13.219997
6038,LIF,1.0,0.8347742
8306,IL6,1.0,1.4612418
10659,BMP15,1.0,-0.13956086
11062,BMP5,1.0,0.31577307
11309,BMP10,1.0,-1.3704278
12127,LHX8,1.0,-0.108406775
12365,CHAT,1.0,0.0909444
12863,GBX2,1.0,-0.02776132
13926,BCHE,1.0,0.15951183
14112,LHX6,1.0,0.21190806
14713,SLC5A7,1.0,-0.2963089
15886,RORC,1.0,-0.44926882
16352,STAT5A,1.0,-0.15232536
18497,BMP7,0.7028143937745948,0.15210634
18923,BMP3,0.604764336805525,0.021368122
19967,CNTF,0.38036078134343954,-0.13236584
20904,BMP8B,0.19249460158096784,-0.12674479
21272,CNTFR,0.137155690574488,0.10474549
22652,NR1D1,0.020345818044420018,0.11296299
23423,BMP1,0.004265354055797469,0.07831942
24794,STAT5B,5.3097637267277905e-05,0.004800242
25563,CLOCK,1.449454024428689e-06,-0.037262548
25785,NTRK1,4.594343459977758e-07,-0.5532593
26376,SMAD2,1.4160432637283434e-08,-0.040380675
26523,BMP4,4.408855186009676e-09,-0.31382433
27223,RORB,1.9406889961696366e-11,-0.10324182
27731,BMPR1A,2.1977250817220168e-13,-0.05207606
27783,IL6ST,1.2165337821394297e-13,-0.015514783
27853,BMP8A,6.65406613676445e-14,0.021868842
28330,STAT3,3.8049879145105234e-16,-0.02978548
30081,BMPR1B,1.0662159460680862e-26,-0.17089021
30117,KLF7,5.260686637094664e-27,-0.05547963
32711,BDNF,7.708186475125889e-57,-0.025883274
32975,COLQ,4.289170835330367e-61,-0.12152692
33684,PCYT1A,2.539641210709347e-76,-0.14478412
34006,ARNTL,1.5668181982257178e-84,-0.12953806
34011,IL6R,1.0746954773515369e-84,-0.40054485
34056,NPAS2,5.065084813972333e-86,-0.1081311
34427,STAT1,2.403559668689334e-97,-0.20338021
35039,ARNTL2,1.113065485282753e-123,-0.16843143
35317,NTRK2,2.502983298179158e-142,-0.09914414
36049,BMPER,1.2418397106038793e-237,-0.23524466
36087,BMP2K,2.262762760212129e-246,-0.32929066
