,Dementia_n,Dementia_p,Dementia_l
94,NTRK2,1.0550052613505286e-23,0.069022246
435,RORA,0.000592734642737977,0.049920935
440,BMPR2,0.0007429372679657913,0.05580215
692,RORB,0.077785198731489,0.22568046
1089,BMP1,0.7192884473377323,0.5048551
1425,NR1D1,1.0,0.10483545
1432,PRIMA1,1.0,0.6280584
1653,BMPR1A,1.0,0.02705869
1938,STAT5B,1.0,0.027504522
2165,KLF16,1.0,0.18909584
2216,NR1D2,1.0,0.039842457
3192,BCHE,1.0,0.25062758
3856,GBX1,1.0,0.49164438
4432,NGFR,1.0,1.487405
4471,LHX6,1.0,0.27000225
5279,NKX2-1,1.0,17.600517
6054,SLC5A7,1.0,0.30470744
7587,IL6,1.0,14.990498
8292,LHX8,1.0,0.45274577
8391,KLF4,1.0,0.42749536
10142,SLC18A3,1.0,0.0
11738,LIF,1.0,0.0
12024,GBX2,1.0,-0.8733387
13365,BMP10,1.0,-15.142649
14709,BMP15,1.0,-16.357353
15833,BMP5,1.0,0.16710049
16093,CHAT,1.0,0.50374174
16822,RORC,1.0,0.11962982
18181,CNTF,1.0,0.17009644
19107,BMP8B,1.0,0.034967422
20215,NTRK1,1.0,0.021556355
21358,BMP4,1.0,-0.639738
23368,BDNF,1.0,-0.45963192
23480,BMP8A,1.0,-0.10247334
24428,STAT5A,1.0,-0.017195465
26283,ACHE,1.0,-0.021158468
27049,CLOCK,0.8276884843043893,-0.027849618
27851,STAT3,0.5874200326544271,0.0045206835
28101,BMPR1B,0.5147605779972921,-0.20141804
28702,LIFR,0.365572983772443,-0.03403975
29146,SMAD2,0.25880690497118436,-0.026385926
29610,IL6R,0.1771837620046574,-0.248371
29735,BMP2,0.15614703252419515,-0.389087
30247,STAT1,0.09510589249037012,-0.07183263
31168,NPAS2,0.029917706313695457,-0.05440546
31668,CNTFR,0.013479488050616101,-0.0698206
31895,ARNTL,0.008783651282623943,-0.064201534
32526,BMP6,0.0023425832260501327,-0.06941971
32635,BMP3,0.0018523213726418838,-0.23766379
33341,BMP2K,0.0002678250399517675,-0.109761536
33738,BMP7,7.783559474448081e-05,-0.17270857
34235,PCYT1A,8.45186916399042e-06,-0.11159445
34408,KLF7,3.2456459851606306e-06,-0.21864593
34516,NGF,1.8945581473256803e-06,-0.3125133
34628,BMPER,9.361310822336231e-07,-0.11688014
35086,ARNTL2,3.607667362223593e-08,-0.21528722
36384,IL6ST,1.3738301405365036e-22,-0.23184831
36552,COLQ,1.2416726649365161e-43,-0.30389044
