,Dementia_n,Dementia_p,Dementia_l
62,RORA,9.084664427872552e-204,0.1321059
154,BMPR2,4.400204605220908e-109,0.10819725
355,RORB,3.6054728533071547e-42,0.059370957
1197,NPAS2,3.685943677881075e-05,0.03757354
1269,BMP1,0.00016699888992609694,0.50339526
1382,STAT5B,0.0013118518154922652,0.08146944
2038,CNTFR,0.2805911662626546,0.16155931
2349,SMAD2,0.6003500775118107,0.012961166
2440,NGF,0.6771771102454481,0.6014611
2719,KLF16,0.92729277379052,0.18377931
2832,ARNTL,1.0,0.004833585
2928,BMP6,1.0,0.64688516
3040,LHX6,1.0,0.47376418
3841,CNTF,1.0,0.1235019
5012,BMP5,1.0,0.1846143
5040,NGFR,1.0,0.85552275
5358,GBX1,1.0,0.17645922
5795,LIF,1.0,16.212654
5915,KLF4,1.0,0.4913261
6671,NKX2-1,1.0,0.03936645
6882,BMP10,1.0,0.55100465
8951,SLC18A3,1.0,0.0
10077,IL6,1.0,-0.09909087
10780,GBX2,1.0,-0.01486281
12234,BMP15,1.0,-0.7442733
12718,PRIMA1,1.0,0.21627593
12873,LHX8,1.0,-0.45232883
14043,CHAT,1.0,0.04113302
14747,SLC5A7,1.0,-0.30809173
14854,BMP8B,1.0,0.064832404
15166,NTRK1,1.0,0.14807057
15722,STAT5A,1.0,0.15806474
16356,RORC,1.0,-0.26679912
18056,ACHE,1.0,0.08416464
19476,BMP7,1.0,0.025606755
19688,NR1D2,1.0,-0.0028044817
20758,BCHE,0.9440623752586982,0.017915878
21077,BMP3,0.882090194250027,-0.15612172
21951,BMPR1B,0.67377784029275,0.11216114
21967,BMP2,0.6691283216550323,-0.15274562
22001,KLF7,0.6620328955734311,0.033169266
23303,BMPR1A,0.34448115253366135,-0.00866513
23787,CLOCK,0.24248786392446026,-0.02619893
25047,BMP8A,0.06885798390712158,-0.0039765225
25206,STAT3,0.055876640495049416,0.026697105
25274,BMP4,0.05082312784375107,-0.40375984
25871,IL6R,0.02004905631853185,-0.18287525
26183,LIFR,0.010592330606996806,0.0075207874
26713,NR1D1,0.003183477645568069,-0.005247433
27134,BMPER,0.001125629798617363,-0.035192158
31099,NTRK2,4.0168386907933544e-13,-0.041223634
31707,PCYT1A,6.498019182241279e-16,-0.058044117
32602,ARNTL2,5.6775853588330775e-21,-0.08868908
32743,BMP2K,6.775728200118347e-22,-0.10283671
32911,COLQ,3.501865908762697e-23,-0.09403007
33229,IL6ST,9.836409345233357e-26,-0.11701305
34918,STAT1,4.7688209060324364e-48,-0.26138607
35520,BDNF,6.994787055454814e-65,-0.60196334
