,Dementia_n,Dementia_p,Dementia_l
52,RORA,7.4366599776102e-194,0.4954778
275,BMPR2,5.384748258560661e-60,0.14887671
1641,STAT5B,5.6437187579362615e-05,0.15870665
2084,ACHE,0.007466980605026288,0.32333747
2173,CNTFR,0.01673390657947352,0.26166335
2186,STAT3,0.01958089606551721,0.11188091
2271,BMPR1A,0.03066184788172513,0.043638416
3220,BMPR1B,0.6626400739297333,0.37046614
3468,SMAD2,0.8434312320913563,0.00094180345
3626,BMP3,0.9549962936862353,0.6285241
3739,NGF,1.0,1.0597961
3954,BMP2,1.0,0.8711068
5114,CLOCK,1.0,-0.016874366
5345,GBX1,1.0,0.35486865
5766,KLF4,1.0,1.0285541
6675,STAT5A,1.0,0.4838921
7674,LIF,1.0,13.287321
10928,SLC18A3,1.0,0.0
11074,BMP15,1.0,0.37479633
11230,IL6,1.0,0.016393611
11982,NKX2-1,1.0,0.69673365
12320,LHX8,1.0,0.7177381
12605,BMP10,1.0,-14.34247
13637,GBX2,1.0,-1.7114304
15280,BMP5,1.0,0.12263927
15709,PRIMA1,1.0,-0.13922204
16549,CNTF,1.0,0.06025969
17037,CHAT,1.0,-0.7149676
18181,BMP1,1.0,0.16873421
18336,BMP7,1.0,0.13404706
18819,NGFR,1.0,-0.18494451
19012,BMP6,1.0,-0.15538569
19404,RORC,1.0,-1.1547058
19441,BCHE,1.0,-0.10390232
20053,LHX6,1.0,0.006460358
21011,SLC5A7,0.914969186736072,-0.7856502
23042,BMP8A,0.43154607787889393,0.10081098
23889,COLQ,0.24360243780312804,-0.015813796
24083,BMP8B,0.20789188357916427,-0.6237909
24731,NTRK1,0.11073139559446946,-0.47521856
25072,LIFR,0.0734474209451434,-0.021439603
25296,NR1D1,0.05445109098478688,0.05294805
25650,KLF16,0.032019222675465,0.052836694
26769,NR1D2,0.003681842250627728,-0.057349462
27104,KLF7,0.0014722356467917867,-0.05944366
27157,RORB,0.001284701881074648,-0.111646906
28327,ARNTL,3.474237122288263e-05,-0.079965495
28594,BMP4,1.1408207194467946e-05,-0.6349535
29955,IL6ST,2.1018619745140478e-08,-0.13147278
31027,IL6R,1.6691447272342423e-11,-0.42183998
31396,PCYT1A,8.291172373855699e-13,-0.13655141
32394,NPAS2,2.629197829992526e-17,-0.1307265
32464,ARNTL2,1.2242902941570216e-17,-0.1334881
35298,BMP2K,6.625102169357095e-51,-0.3433522
35462,BDNF,4.246539937010723e-56,-0.76179683
35812,STAT1,3.990348137076224e-72,-0.46848875
36232,BMPER,2.862904582590354e-113,-0.3446629
36308,NTRK2,4.664982482004326e-130,-0.26139906
