,Dementia_n,Dementia_p,Dementia_l
52,RORA,0.0,0.20719886
506,BMPR2,2.235056494625913e-45,0.07389431
1005,COLQ,1.365427729849279e-10,0.13590275
1381,RORB,0.0005165913358146811,0.016851304
2141,NGF,0.5764177317485334,0.7453951
2267,BMP1,0.7372808431595527,0.37353736
2727,BMP3,1.0,0.39234418
2997,BMP6,1.0,0.5565789
3454,KLF4,1.0,1.1564909
4312,NGFR,1.0,0.7208077
4966,BMP10,1.0,15.790178
5877,PRIMA1,1.0,0.36374936
6813,LIF,1.0,0.35938182
7328,SLC18A3,1.0,0.0
8811,NKX2-1,1.0,0.6637611
10610,IL6,1.0,-0.44837156
11696,LHX8,1.0,-0.3768424
11845,GBX2,1.0,-0.8675832
11940,BMP15,1.0,-1.6138467
12613,SLC5A7,1.0,-0.17903101
12873,GBX1,1.0,0.04076695
13143,CHAT,1.0,-0.20803003
14307,BMP8B,1.0,0.09092599
14352,STAT5A,1.0,0.21387352
16645,RORC,1.0,-0.5635746
17480,BMP5,1.0,0.0035543677
18157,CNTF,0.9726814568771938,-0.111915134
18549,LHX6,0.9067011092802724,-0.18747835
20123,BCHE,0.549738092557314,-0.0873419
20411,BMP8A,0.4787500633944859,0.14569831
20608,BMP7,0.43097663165641215,-0.07991016
20666,CNTFR,0.41545603654833047,0.17834255
21479,BMP2,0.2291754762591939,-0.06380319
21695,NTRK1,0.1893335678965526,-0.48292783
21920,IL6R,0.1527573296197933,0.022871226
22711,BMP4,0.058839605715580376,-0.29930314
24111,BMPR1B,0.002925813359188495,-0.49624747
24625,KLF16,0.0005126862607134456,0.015061415
24696,STAT3,0.0004077334716994734,0.0149559155
24782,ACHE,0.0002950474851102413,0.0016327263
25170,BMPR1A,6.444661203059721e-05,-0.042824395
25785,STAT5B,2.8825290216525195e-06,-0.018254062
26188,SMAD2,3.122072633089235e-07,-0.056725558
26441,NTRK2,5.7970108787934456e-08,-0.04472302
26977,CLOCK,1.1894217372582113e-09,-0.07561074
27686,KLF7,2.695770730806108e-12,-0.051636495
28643,NPAS2,8.503407706183425e-17,-0.08931957
28791,LIFR,9.038909152738218e-18,-0.08488277
28889,BMPER,2.8518078052778878e-18,-0.08099135
29136,ARNTL,9.596147734670941e-20,-0.09531526
30308,NR1D2,1.0260412687793869e-27,-0.121851794
30977,PCYT1A,3.921854976376518e-33,-0.12835257
31619,BDNF,9.709055765429672e-40,-0.14746541
32019,NR1D1,1.5071635754245635e-44,-0.18999021
33670,ARNTL2,3.646610644990701e-72,-0.20174988
34534,STAT1,2.477510262844053e-95,-0.32905358
34866,IL6ST,3.995933554757543e-108,-0.3005635
35261,BMP2K,1.3847394539398447e-129,-0.3740412
