,Dementia_n,Dementia_p,Dementia_l
72,RORA,6.538505873141848e-76,0.2661908
166,BMPR2,1.814002444963114e-49,0.12195473
975,BMPR1A,9.398884713066404e-11,0.099121064
1217,STAT5B,2.742570718485851e-08,0.14690538
1430,CNTFR,1.2061249247008477e-06,0.20370878
2084,STAT3,0.0009512506860189303,0.11259642
2319,SMAD2,0.0034756693418510286,0.048038058
2463,ARNTL,0.007310517155848252,0.046911012
2467,BMP1,0.007453871063808519,0.24531913
2874,BMP8A,0.03368264576643188,0.14913018
3319,CLOCK,0.10468488359517676,0.021291662
3423,ACHE,0.12874241537438677,0.10705922
5370,NR1D1,0.8417915718304355,0.054810822
5838,BMP7,1.0,0.21355516
6238,CNTF,1.0,0.02368093
6323,NTRK1,1.0,0.21742128
6468,PCYT1A,1.0,0.028931096
8470,KLF16,1.0,0.027686922
8995,BMP8B,1.0,0.012076796
9256,GBX1,1.0,0.32410595
9717,BMP2,1.0,-0.13452452
9841,NGF,1.0,0.2394424
10075,STAT5A,1.0,0.16249977
10582,BCHE,1.0,0.17096013
10713,LHX6,1.0,0.08969951
10854,BMP3,1.0,0.04500769
11156,PRIMA1,1.0,0.120643444
11595,IL6,1.0,4.2180233
12003,NKX2-1,1.0,2.063633
12320,GBX2,1.0,0.17453638
12814,LIF,1.0,15.434297
14821,SLC18A3,1.0,0.0
16729,LHX8,1.0,-0.376851
17691,BMP10,1.0,-14.242782
18088,CHAT,1.0,0.029990137
18812,BMP15,1.0,-0.041121773
21074,KLF4,1.0,-0.7230304
21738,RORC,1.0,-0.6819657
22347,BMP5,1.0,-0.077887364
22618,SLC5A7,1.0,-0.18981475
23760,NPAS2,1.0,-0.0013530453
24124,BMP6,1.0,-0.22187999
25974,LIFR,1.0,-0.0020746773
26453,KLF7,1.0,-0.0012590413
26477,NGFR,1.0,-0.3116885
27995,NR1D2,0.6291502416728114,-0.0043718107
28341,BMPR1B,0.5298124848201403,-0.2111256
28657,IL6R,0.4331976778597758,-0.12130085
29208,IL6ST,0.28202183002909104,-0.063528866
31678,BMP2K,0.006565845659282141,-0.05871191
31790,BMP4,0.0050576794223441785,-0.5253503
32957,COLQ,7.068615520795756e-05,-0.067476965
33246,ARNTL2,1.330869380751107e-05,-0.074353635
34063,BMPER,3.2417790918235594e-08,-0.08721599
34328,RORB,1.7019149322372142e-09,-0.19592303
35075,BDNF,1.5455573263698704e-14,-0.3627502
35521,STAT1,7.728675104578501e-21,-0.28420788
36309,NTRK2,3.1855333057523073e-59,-0.13610955
