,Dementia_n,Dementia_p,Dementia_l
44,RORA,1.05035180882036e-57,0.11016668
154,BMPR2,4.688385397559264e-26,0.09019709
1038,NTRK2,0.0009758758820348598,0.0122573795
1765,STAT5B,0.07818531996520012,0.051946662
1954,NPAS2,0.13637129945076779,0.088652775
2105,BMP1,0.19371060928453374,0.15781371
2908,NR1D1,0.6265517910821785,0.1262288
3143,ACHE,0.7843703017963011,0.11607918
4313,SLC5A7,1.0,1.8083205
4746,KLF7,1.0,0.023728227
4909,CNTF,1.0,0.2446471
5120,LHX6,1.0,0.02346221
5562,BMP6,1.0,-0.023585597
5762,PRIMA1,1.0,0.59726435
5819,BMP2,1.0,0.20636983
6795,KLF16,1.0,0.08360072
9063,CNTFR,1.0,0.01191915
9493,BMP5,1.0,-0.013573328
9899,KLF4,1.0,0.73795354
10177,BMPR1B,1.0,0.044220705
10450,NTRK1,1.0,0.4545526
10832,LIF,1.0,4.86321
11560,NKX2-1,1.0,0.19583882
11587,IL6,1.0,2.5135832
11626,GBX2,1.0,1.5505543
12283,BMP15,1.0,-0.5937569
14454,SLC18A3,1.0,0.0
14604,BMP10,1.0,0.0
15345,GBX1,1.0,-0.20414509
19908,BMP3,1.0,-0.39360955
20112,LHX8,1.0,-1.2563941
20291,NGFR,1.0,-0.7728068
20787,RORC,1.0,-0.8254011
21057,CHAT,1.0,-0.34361508
21328,NR1D2,1.0,0.0096128015
22036,BMP8A,1.0,0.063019015
22162,BMP4,1.0,-0.30687043
22978,STAT5A,1.0,0.02934767
23265,BMP8B,1.0,-0.22249477
25143,BMP7,1.0,-0.1327568
26798,BDNF,1.0,-0.67829674
27403,RORB,1.0,0.03290862
29526,SMAD2,0.37163390637894705,-0.0177924
30187,IL6R,0.21069182497619365,-0.14444387
30210,BCHE,0.2063679406659082,-0.071274035
30233,ARNTL2,0.20132665739568056,-0.041326724
30473,LIFR,0.15868077532522445,-0.032176226
32101,PCYT1A,0.01066964300390488,-0.037780423
32278,NGF,0.006623285290064944,-0.07374031
32284,BMPR1A,0.006558920012188343,-0.046279468
32430,STAT3,0.004394180666426175,-0.04504496
33020,BMPER,0.0007545227440608669,-0.063993886
34269,STAT1,1.415289471400637e-06,-0.19316295
34381,BMP2K,5.839764694100271e-07,-0.0814062
34735,CLOCK,1.2697567043622933e-08,-0.083447695
34788,ARNTL,7.86084383622162e-09,-0.10242285
35650,IL6ST,9.013909273687368e-16,-0.14994729
35976,COLQ,2.0829524138060748e-21,-0.1738281
