,Dementia_n,Dementia_p,Dementia_l
22,RORA,5.679483198890045e-144,0.218949
144,NPAS2,2.832196933290622e-43,0.2795962
297,ARNTL,4.779214465541901e-22,0.2825855
712,STAT3,5.4646798038983766e-08,0.12843423
1463,BMP1,0.008776347026777155,0.26086897
1606,IL6ST,0.02011139108225902,0.063215055
2228,CNTFR,0.19399769604847517,0.061399546
2614,NTRK2,0.3995608656080242,0.007204384
2780,KLF7,0.5002278037139447,0.032671876
2915,PRIMA1,0.5938395073717653,0.3929641
3093,SMAD2,0.7193768819062809,0.03244314
3485,IL6R,0.9708813372827989,0.046839587
3509,BMPER,0.9851408224138518,0.054476086
4240,KLF4,1.0,0.54338115
5044,BMP7,1.0,0.021083321
5369,KLF16,1.0,0.15575501
6857,CLOCK,1.0,0.0010473853
7096,ARNTL2,1.0,0.12756404
8297,NGFR,1.0,1.304208
8420,NGF,1.0,0.058122877
8633,BMP2,1.0,-0.04827305
9231,BMP5,1.0,0.7207562
9259,BCHE,1.0,0.22621395
9407,BMP6,1.0,0.19631843
10413,LIF,1.0,0.32365012
10778,GBX1,1.0,0.14138862
11306,RORC,1.0,0.31994337
11512,LHX8,1.0,17.61521
12380,BMPR1A,1.0,-0.0069932784
12592,SLC5A7,1.0,0.8667708
12594,CHAT,1.0,0.81111395
14533,BMP15,1.0,15.581133
15098,NKX2-1,1.0,0.11587422
15779,ACHE,1.0,0.017398428
17161,SLC18A3,1.0,0.0
19909,GBX2,1.0,-14.775699
20108,BMP10,1.0,-16.22975
21073,IL6,1.0,-16.70802
21238,STAT5A,1.0,-0.04170553
22744,BMP3,1.0,-0.48889545
23699,BMP8B,1.0,-0.30067974
25169,CNTF,1.0,-0.44923463
25785,BMP4,1.0,-0.37822342
26863,BMP8A,1.0,-0.037596427
27180,NR1D1,1.0,-0.0053046155
27994,LHX6,1.0,-0.67410135
29564,NR1D2,1.0,-0.008313149
30057,NTRK1,1.0,-0.8330847
30207,BDNF,1.0,-0.4287471
30474,STAT5B,1.0,-0.017478706
31371,BMP2K,1.0,-0.02213498
32341,PCYT1A,0.6387942392363707,-0.054361854
33977,BMPR2,0.051713391315727504,-0.052562
35261,STAT1,7.239660981772018e-05,-0.28346008
35614,COLQ,7.826876847164658e-07,-0.30618355
36040,LIFR,1.0083666565074285e-11,-0.119080946
36128,RORB,1.7160144888050184e-13,-0.14543179
36495,BMPR1B,2.171461840985342e-40,-0.1631307
