,Dementia_n,Dementia_p,Dementia_l
167,BMPR2,0.0009561696798721199,0.15301579
417,BMP1,0.02541800228233011,0.6341615
600,RORA,0.07127626928541554,0.14191516
1013,CLOCK,0.25673288765009444,0.11737837
1101,IL6R,0.30478495656328275,0.40872875
1344,STAT5B,0.4250751806149698,0.17874105
1584,BMP2K,0.554864559143416,0.09886519
1669,BMPR1B,0.5967225094672401,0.24413194
1831,KLF7,0.6844856730799949,0.13681214
2169,NTRK2,0.8726305744465077,0.057924945
2336,BMPER,0.9623468837617698,0.008031083
2601,STAT3,1.0,0.10121542
2771,CNTFR,1.0,0.097159326
3220,PCYT1A,1.0,0.070932224
3470,NPAS2,1.0,0.05516201
4503,IL6ST,1.0,0.030243004
5219,BMPR1A,1.0,0.0416062
5287,ARNTL,1.0,0.026814017
6224,NGF,1.0,1.0896947
7159,BMP2,1.0,0.57611203
7319,STAT5A,1.0,2.3607895
7452,BMP6,1.0,-0.41427773
7883,BMP5,1.0,0.9025679
8185,NTRK1,1.0,0.5663296
8580,CNTF,1.0,0.42506588
8637,NGFR,1.0,3.6443617
8956,PRIMA1,1.0,0.15366365
8964,BMP8A,1.0,0.07998858
9012,SLC5A7,1.0,0.3532508
9337,KLF4,1.0,1.3608791
9348,CHAT,1.0,1.6503778
9485,ACHE,1.0,-0.07100492
9794,BMP4,1.0,-0.19547959
12583,BMP10,1.0,18.22202
13008,NKX2-1,1.0,18.481361
14489,LHX8,1.0,0.45319825
15703,SLC18A3,1.0,0.0
18154,LIF,1.0,0.0
20174,GBX1,1.0,-0.5273458
20307,BMP15,1.0,-2.1332583
20601,IL6,1.0,-17.329004
21512,RORC,1.0,-0.4116476
25702,GBX2,1.0,-1.1030892
26297,BMP8B,1.0,-0.75041145
27171,BCHE,1.0,-0.8864321
28195,LIFR,1.0,-0.03807059
28783,BDNF,1.0,-0.44142476
29365,LHX6,1.0,-0.6121097
29436,SMAD2,1.0,-0.034413476
29943,KLF16,1.0,-0.25799802
30667,BMP3,1.0,-0.25760254
30941,RORB,1.0,-0.24801429
30960,BMP7,1.0,-0.66326934
34204,NR1D1,0.44230502594856685,-0.43909264
34214,NR1D2,0.4386106699407531,-0.11580408
34589,ARNTL2,0.30486531225441066,-0.15903535
35756,STAT1,0.019112042050226253,-0.47340885
35767,COLQ,0.018336160414497225,-0.20504718
