,Dementia_n,Dementia_p,Dementia_l
80,RORA,2.858407391010862e-45,0.20679612
278,RORB,1.3132010596598938e-08,0.63217103
521,NTRK2,0.01795102426542533,0.017156279
644,PRIMA1,0.13381320431391044,1.5381671
1009,IL6R,1.0,0.43714136
1177,BMPR2,1.0,-0.03503056
1995,BCHE,1.0,0.30349466
2394,BMP15,1.0,2.906625
2685,KLF4,1.0,2.896525
3477,NKX2-1,1.0,1.1600317
4744,NGFR,1.0,0.5126733
5036,RORC,1.0,0.48011118
5039,CHAT,1.0,0.570658
5961,SLC18A3,1.0,0.0
8182,IL6,1.0,0.0
8610,LIF,1.0,0.0
8740,BMP10,1.0,0.0
9194,LHX8,1.0,-0.04651343
9756,GBX2,1.0,-15.24628
11595,SLC5A7,1.0,-0.5535014
12934,BMP5,1.0,0.13823558
15416,GBX1,1.0,-0.24461219
15547,BMP4,1.0,-0.20827499
17254,CNTF,1.0,0.28426296
17539,NTRK1,1.0,-0.13614556
17769,NPAS2,1.0,-0.0012885345
18080,BMP8B,1.0,-0.40382043
18732,LHX6,1.0,-0.028211098
18746,BDNF,1.0,-0.33847564
20318,KLF16,1.0,0.25742203
21550,BMP8A,1.0,-0.0784747
22897,BMP1,0.7410885727373016,0.09178196
23031,STAT5A,0.7038966226509554,-0.17822076
24062,ACHE,0.3972038756402193,0.13788919
24996,BMPR1B,0.1859705247529165,-0.20572875
25452,KLF7,0.11853532002758994,0.11478293
26654,BMPER,0.023760829274231544,-0.013122442
27560,STAT3,0.004196983456461005,-0.011727634
27698,BMP2,0.0029763015175782864,-0.63383555
28146,NGF,0.0011840525606996975,-0.10789375
29765,NR1D1,8.651500815621791e-06,-0.029074362
30262,STAT5B,1.1315884952794188e-06,-0.11565818
30741,LIFR,1.689768810870844e-07,-0.1336664
30852,BMP7,1.0390410151906375e-07,-0.12667441
30955,BMP3,6.131474518930227e-08,-0.30284083
31001,CNTFR,5.149390345256349e-08,-0.09281177
31064,SMAD2,3.722122887929616e-08,-0.1293392
31456,NR1D2,4.696771198184937e-09,-0.11968261
31793,BMPR1A,8.102433866755805e-10,-0.15393801
33653,ARNTL,7.431220589518914e-16,-0.19070865
34738,CLOCK,2.1117405459684787e-21,-0.25761932
34768,ARNTL2,1.2454379858030444e-21,-0.35604578
34789,BMP2K,7.753890090842636e-22,-0.32982117
35502,PCYT1A,6.137379279988965e-28,-0.32898682
35818,BMP6,3.2562184774041674e-32,-0.34846434
35977,STAT1,1.0204313860099411e-34,-0.59130776
36323,COLQ,3.229581674756254e-47,-0.36804342
36502,IL6ST,2.641539308146729e-65,-0.47119352
