,Dementia_n,Dementia_p,Dementia_l
67,RORA,2.4273843513903285e-28,0.22047304
213,BMPR2,1.0362594227549446e-14,0.10076093
253,NTRK2,3.942238156964245e-13,0.085599855
697,STAT5B,2.096808363168549e-05,0.2688449
768,CNTFR,6.19544158203799e-05,0.3218256
833,NR1D2,0.00018194013428641988,0.14866894
1019,BMP6,0.0018532112197885194,0.6452197
1241,ACHE,0.011309165167195967,0.464738
1428,CLOCK,0.035423800284505376,0.034636565
1450,BMPR1A,0.04012247472936249,0.074452266
1959,BMP1,0.22344658005964035,0.5067926
2135,KLF16,0.3274045730434778,0.3025234
2675,NR1D1,0.6987545062389315,0.09810008
2695,LIFR,0.7076984244071726,0.02216064
4833,STAT5A,1.0,0.9507818
4886,STAT3,1.0,0.06101126
5826,NGF,1.0,0.56863546
6042,SLC5A7,1.0,0.46626127
6103,PRIMA1,1.0,0.7269057
6121,BMP7,1.0,-0.11793514
6432,KLF7,1.0,0.0060401056
6927,CHAT,1.0,1.1244171
7536,KLF4,1.0,0.7249835
8107,GBX1,1.0,0.20724656
9060,BMP4,1.0,0.933648
10423,BMP8B,1.0,-0.12941419
12385,LIF,1.0,0.0
12821,IL6,1.0,0.0
14562,NKX2-1,1.0,-1.4615433
15224,BMP15,1.0,-15.571214
15272,SLC18A3,1.0,-14.3044
16193,GBX2,1.0,-2.3925147
16735,NGFR,1.0,0.051882144
17008,LHX8,1.0,-0.83454204
17465,BMP10,1.0,-16.989265
20468,LHX6,1.0,-0.090596266
21696,RORC,1.0,-0.5319866
22285,CNTF,1.0,-0.18268405
22318,BMP3,1.0,-0.83061713
23357,NTRK1,1.0,-0.20247196
23756,RORB,1.0,0.2138379
24007,ARNTL,1.0,0.020023905
24406,BMP2,1.0,-0.03264864
24795,BMPR1B,1.0,0.042248942
25228,SMAD2,1.0,-0.035239566
25514,BCHE,1.0,-0.767832
25861,BMP8A,1.0,0.013122562
25869,BDNF,1.0,-0.53756726
26734,IL6ST,0.8285876667692895,-0.0122042205
27324,IL6R,0.692982820754226,-0.1689262
28730,BMP5,0.3397019808123182,-0.3365438
28900,PCYT1A,0.2997071782521668,-0.016272785
31411,COLQ,0.02602270196950712,-0.079292335
31857,BMP2K,0.012718560372020762,-0.07738653
33534,STAT1,0.0001307879698811081,-0.19028817
33814,NPAS2,4.060120987990714e-05,-0.09711527
34087,BMPER,8.74384868009398e-06,-0.12726821
36130,ARNTL2,1.2733404878463536e-20,-0.34632492
