Gene,Score
STMN4,0.999463559444334
FGFR1OP2,0.998629344579573
ISL1,0.996655140644635
GNG13,0.995810373970049
STAC,0.994781149834968
PPP3CA,0.994377589151017
TFDP2,0.992760906506608
OAZ3,0.992280367002698
ENST00000619629,0.992162114535578
GPC4,0.989418072761991
AC073082.1,0.989027203554453
LPP,0.987576119221937
LMCD1,0.98719021917375
RNFT1,0.986374514535177
CNOT10,0.984876585126743
BHMT,0.982597941837954
SIGLEC1,0.980999635304945
DCUN1D1,0.980480429096904
MUC1,0.980425645042172
CLIC4,0.979515420224666
ATP6V1A,0.979413761705136
MTCP1,0.978402482417767
R3HDM2,0.978027836294724
ADO,0.976534934692033
MBNL3,0.975234003501273
KLHL3,0.972575385759448
B3GALT5,0.971458627022063
AC006030.1,0.970798642346729
EIF4B,0.966947036060172
RNF144A,0.963277400755329
GPATCH8,0.963200654349649
RPS6KA5,0.962953514830147
KDELR2,0.962460306822023
DGKK,0.960750207455864
RBM26,0.960602948924002
MBD6,0.959348670586979
PCNX4,0.957073737740777
ZGRF1,0.9563371779434
MFAP3L,0.954225306769327
TLDC2,0.953272691451543
SRPK1,0.951664342621434
RAD54L,0.950415788929764
FAM110D,0.949945286434993
NDUFS5,0.949164126380863
SELL,0.948414413528031
RNF157,0.945999022630179
KLRK1,0.9453783940033
VWA2,0.944596651535873
CYP4F3,0.944417525617395
CCSAP,0.943075712691914
C4orf47,0.941222802661099
CLSTN2,0.940042531544469
SLC2A1,0.939506058856817
CBFB,0.9394861789113
CNTN1,0.937531022809879
C1orf21,0.933951047619572
DERL3,0.929628858920506
BHLHE40,0.928581747881992
RSL1D1,0.928433118576296
ENST00000558084,0.928252725180218
HID1,0.92819979280406
SETD3,0.927876654543651
LPGAT1,0.927715042902462
CDK2,0.92718810944991
SMYD1,0.927076116077189
FLRT2,0.923465955046052
INMT-MINDY4,0.92274309440579
SLC12A5,0.922230296549893
PRMT5,0.920805775474429
FRG2B,0.919112634088119
MSI2,0.918447900120114
FAM169B,0.916713752983412
GABRP,0.916558464607919
SEC22B,0.916522847107933
GRIK5,0.914930248210205
SMUG1,0.913268102357239
TPSD1,0.912856358776492
FXR2,0.912514078272606
VWDE,0.91069790167381
SYT16,0.909584556325091
ITPRIPL2,0.909382699094341
ZBTB2,0.909301359285773
UBE2L6,0.908934460680005
ZNF638,0.908890824318272
TRABD2A,0.907598456499313
NPNT,0.907356321414989
MED1,0.907254043305704
KLRC4-KLRK1,0.90678116211036
BPTF,0.906563444496446
TAOK1,0.905925473038863
SLC6A6,0.905891417568378
HDAC11,0.905290346726751
CYP4F2,0.902965025092638
ELAVL2,0.902694291125422
GOT2,0.898269590907371
AMOTL1,0.895914905191324
ASB14,0.895473039161673
IGF2,0.894478381736146
HDAC6,0.893962161112054
LRRTM3,0.893357044497634
RHOT1,0.893027010242182
RORA,0.890046746801651
RBM5,0.889073752667795
SEM1,0.887987176826519
BCAM,0.887222570343402
LEFTY2,0.886713747436651
BMPR1A,0.886533079615055
KLF15,0.88591032813145
INPP4A,0.885901311997261
HNRNPC,0.88573680304542
SOGA1,0.885017493889719
FLG2,0.88352344454649
VCPIP1,0.883155877056896
TRIM27,0.882788958795764
TXLNG,0.882299155518181
TBC1D31,0.881657350515691
NEMP2,0.880337846770645
RNF34,0.879570142870048
ENTPD5,0.879344821312344
HPSE2,0.878395781633912
MELK,0.875556665896461
IGSF5,0.87470081962179
BRCC3,0.874103776582804
YEATS4,0.87383987338434
CDH8,0.873832530591718
NKAIN3,0.87375421530022
FRMPD4,0.873662360354593
ENST00000355257,0.872872710399339
DMXL1,0.872358754434354
TMCO1,0.872297147885651
GATM,0.870282623088834
ACTN1,0.869617007167908
