miRNA,control_mean,ad_mean,log_fold_change,p_value,adj_p_value,significant,core_cholinergic_Production,cholinergic_targets_Production,cholinergic_Production
hsa-miR-132-3p,911.1345153529412,674.6057904642857,-0.4336193602966531,0.0001304058884602,0.0665070031147329,True,False,"SMAD2,RORB,LIFR,RORA,KLF7,BMP2K",True
hsa-miR-3943,17.00254129147059,12.447151705535711,-0.449934748779631,0.0004624885959108,0.1179345919572586,False,False,,False
hsa-miR-532-3p,28.01237205558824,35.67772908035714,0.3489596349905497,0.0014782938123256,0.1817226860602079,False,False,"BMP1,NTRK1,STAT1",False
hsa-miR-320c,333.7806689588235,385.1282588178572,0.2064385820281202,0.0017815949613745,0.1817226860602079,False,False,,False
hsa-miR-320b,403.3670848823529,459.6794137035714,0.1885346943657904,0.0017815949613745,0.1817226860602079,False,False,,False
hsa-miR-455-3p,71.92628714235293,97.93637598535716,0.4453256782326464,0.0024904513890575,0.2116883680698899,False,True,"SMAD2,BCHE",True
hsa-miR-500a-3p,202.7637129029412,236.0802711071429,0.2194779954709433,0.0084497950853547,0.6156279276472731,False,False,,False
hsa-miR-618,91.8691162867647,112.89904905035714,0.2973814781299033,0.0132838708570069,0.6970369147236894,False,False,,False
hsa-miR-1273h-3p,55.05314436911765,49.52162583357143,-0.1527662857678562,0.0132838708570069,0.6970369147236894,False,True,"NTRK2,CHAT,BMP7,BDNF",True
hsa-miR-542-3p,143.8572355529412,133.29176607964283,-0.1100501231640294,0.0149407956489346,0.6970369147236894,False,False,,False
hsa-miR-1227-3p,15.60163079982353,11.27015355575,-0.4691896659565273,0.0164008685817338,0.6970369147236894,False,False,CLOCK,False
hsa-miR-502-3p,148.47628844411767,172.76911071892854,0.2186127499478116,0.0164008685817338,0.6970369147236894,False,False,"RORA,NR1D2,KLF7",False
hsa-miR-1271-5p,145.01859811235295,165.13686398571426,0.1874242806992017,0.0192664453071257,0.7313617338377737,False,True,"BMP8B,SLC18A3",True
hsa-miR-320a,1618.415864235294,1786.5891646785717,0.142625550569047,0.0204231101507847,0.7313617338377737,False,False,,False
hsa-miR-1229-3p,24.602633692352946,20.74562209403572,-0.2460058435758592,0.0225600126730275,0.7313617338377737,False,False,"KLF4,ARNTL",False
hsa-miR-4326,18.0256132657353,27.0628775185,0.5862669015775381,0.0237479908476255,0.7313617338377737,False,False,,False
hsa-miR-873-5p,17.43094650885294,21.29498392975,0.2888627305281845,0.0262821825358737,0.7313617338377737,False,True,"BMP7,CLOCK,COLQ,NTRK1,RORB,LIFR",True
hsa-miR-125b-5p,99686.11945264704,110720.4333125,0.1514569549757567,0.0286808523073636,0.7313617338377737,False,False,"RORA,IL6R,LIFR,RORB,STAT3",True
hsa-miR-670-3p,12.887407710735292,8.108758584321428,-0.6684091300836994,0.0286808523073636,0.7313617338377737,False,False,"NTRK2,KLF4",False
hsa-miR-128-3p,565626.36025,478460.86557107145,-0.241448428413129,0.0286808523073636,0.7313617338377737,False,False,"NGFR,BMPR2,NTRK2,BMP1,LIFR",True
hsa-miR-153-5p,29.62990968911765,34.6229071445,0.2246726379931667,0.0317038328713237,0.7699502268750043,False,True,"NR1D2,CLOCK,KLF7,RORB,IL6ST,RORA,BMPR1A,KLF4,BMPR2,RORC,SMAD2,BCHE,BMPER",True
hsa-miR-139-3p,1860.223958279412,1612.5022210357142,-0.2061751747515039,0.0351155937155996,0.7700318552501619,False,False,BMP1,False
hsa-miR-1307-3p,1804.4249910441176,1631.8580649285716,-0.1450235918036106,0.0384716956960554,0.7700318552501619,False,False,,False
hsa-miR-129-2-3p,1111.2598235470589,959.7949455642856,-0.2113980518279632,0.0384716956960554,0.7700318552501619,False,False,BMP1,False
hsa-miR-143-3p,20330.24368794118,19305.96646142857,-0.074580730357086,0.0405062804252264,0.7700318552501619,False,False,"LIFR,BMPR1A,ARNTL2",False
hsa-miR-3173-5p,13.050610737264703,15.294692499071427,0.2289137786559276,0.0405062804252264,0.7700318552501619,False,False,STAT3,False
hsa-miR-212-5p,104.54132512264708,87.42673192678572,-0.2579269753719311,0.0422762587196167,0.7700318552501619,False,False,,False
hsa-let-7d-3p,285.82525690882346,257.82427936071434,-0.1487452766526527,0.0422762587196167,0.7700318552501619,False,False,,False
hsa-miR-125a-5p,17046.338516176475,19497.13176892857,0.1938000165946825,0.0465995939716754,0.7769737355480455,False,False,"RORA,IL6R,LIFR,STAT3,RORB",True
hsa-miR-224-5p,13.322838320029412,15.74992687789286,0.2414436612877679,0.048656155187056,0.7769737355480455,False,False,"BMPR1B,BMPR2",False
hsa-miR-363-3p,2880.4058146470597,3348.4738533928576,0.217231618366144,0.0511656309750105,0.7769737355480455,False,True,"KLF4,SLC5A7,RORA,BMPR2",True
hsa-miR-320d,27.196697786176472,33.480712072857145,0.2998987211045651,0.0533398232532094,0.7769737355480455,False,False,,False
hsa-miR-200c-3p,82.53366930823529,50.34809996321429,-0.7130454467696197,0.0556706274438265,0.7769737355480455,False,False,"BDNF,LIFR,SMAD2,KLF4,CLOCK,CNTFR",True
hsa-miR-129-1-3p,966.83188095,802.7384049392857,-0.2683351250002221,0.0584656075827221,0.7769737355480455,False,False,BMP1,False
hsa-miR-98-5p,8106.054305088235,7053.002379678571,-0.2007623140227945,0.0584656075827221,0.7769737355480455,False,False,"NGF,IL6R,CLOCK",False
hsa-miR-320e,617.6378500029411,722.3987703464285,0.2260342707263145,0.0609391165135721,0.7769737355480455,False,False,,False
hsa-miR-455-5p,51.67085112,62.45172534821428,0.2733907816221759,0.0609391165135721,0.7769737355480455,False,False,,False
hsa-miR-598-5p,20.67088226852941,18.72721595367857,-0.1424635267856615,0.0609391165135721,0.7769737355480455,False,False,,False
hsa-miR-655-3p,41.687997822470585,36.606170437857145,-0.1875452308299525,0.0609391165135721,0.7769737355480455,False,False,"BMPR2,RORA,KLF7",False
hsa-miR-361-5p,2464.7921807058824,2632.1885588571427,0.0947968306480149,0.0609391165135721,0.7769737355480455,False,False,"ARNTL,BMPR2,SMAD2",False
hsa-miR-744-3p,27.784094464117643,31.134801411071432,0.1642688563077294,0.0695492602589182,0.8252198413226386,False,False,IL6ST,False
hsa-miR-146b-5p,721.6605426058823,626.7965092000001,-0.2033232312888966,0.0695492602589182,0.8252198413226386,False,False,KLF7,False
hsa-miR-146a-5p,580.7144486411767,633.8348612428572,0.1262780809737229,0.0757348075443643,0.8252198413226386,False,False,"KLF7,CNTF",False
hsa-miR-509-3-5p,101.72531432323528,126.2856797585714,0.3120123148861164,0.0757348075443643,0.8252198413226386,False,False,"BMPER,SMAD2,GBX2,CLOCK",False
hsa-miR-448,579.8138794794118,513.9055788964286,-0.1740865548348189,0.0757348075443643,0.8252198413226386,False,False,,False
hsa-miR-106a-5p,125.92067392147058,138.84146028464286,0.1409232768934991,0.0826177044607096,0.8252198413226386,False,False,"RORA,BMPR2,CLOCK,STAT3,LHX6,LHX8,ARNTL2,NPAS2,RORB,NTRK2,BMP2,IL6ST,SMAD2,BMP2K",True
hsa-miR-24-2-5p,106.07402905823528,116.58067229821428,0.1362571534512833,0.0826177044607096,0.8252198413226386,False,False,,False
hsa-miR-30d-5p,59416.233779705886,53132.74759785714,-0.1612558405660671,0.0860571288802934,0.8252198413226386,False,False,"LHX8,RORA,LIFR,CLOCK,SMAD2,KLF7,BMP2K",True
hsa-miR-6505-5p,41.68471486441176,35.96341075785714,-0.2129886147826925,0.0860571288802934,0.8252198413226386,False,False,"NR1D1,KLF7,RORB,KLF4,RORA,BMP2K",True
hsa-miR-362-5p,13.766012477088235,16.594965487285716,0.2696349063521079,0.0900601290130539,0.8252198413226386,False,False,,False
hsa-miR-548o-3p,11.728359749764708,14.250506278785716,0.2810119131609996,0.0900601290130539,0.8252198413226386,False,True,"SLC5A7,CLOCK,BMPR2,RORA,RORB,BMPR1A",True
hsa-miR-181a-5p,65848.73479441175,62082.34426535714,-0.084972685512719,0.0900601290130539,0.8252198413226386,False,False,NR1D2,False
hsa-miR-3117-3p,88.8742391214706,77.32677630821429,-0.2007972339549795,0.0938485309739471,0.8252198413226386,False,False,,False
hsa-miR-129-5p,5492.103543323529,4528.342559642857,-0.2783757258934987,0.0938485309739471,0.8252198413226386,False,True,"BDNF,CLOCK,KLF7,RORB,BMPR2,RORA,SMAD2,STAT5B,IL6ST,SLC5A7,BMP5,BCHE,STAT3",True
hsa-let-7e-3p,18.05987149352941,16.9035017655,-0.0954654779897383,0.0938485309739471,0.8252198413226386,False,False,,False
hsa-miR-127-3p,15931.661271764706,14525.73187525,-0.1332858562537939,0.0938485309739471,0.8252198413226386,False,False,,False
hsa-miR-138-2-3p,83.46520063029413,75.55001877285714,-0.1437427023626929,0.0938485309739471,0.8252198413226386,False,False,"STAT3,IL6ST,BMPR1A",False
hsa-miR-212-3p,228.6738740941176,196.28494173964285,-0.2203420490071126,0.0938485309739471,0.8252198413226386,False,False,"SMAD2,RORB,LIFR,KLF7,BMP2K",True
hsa-miR-106b-5p,434.8665698882353,460.8726177857144,0.0837952474292151,0.0974172386784015,0.842081215694657,False,False,"RORA,NTRK2,BMPR2,CLOCK,LHX6,LHX8,ARNTL2,STAT3,BMP2,IL6ST,NPAS2,BMP2K,RORC",True
hsa-miR-511-5p,31.431082518588227,27.62835878414285,-0.1860420970427609,0.1017976786408287,0.8448315125494107,False,False,"BMPR1B,NTRK2,PCYT1A,KLF4,RORA",True
hsa-miR-378g,13.58416072814706,10.86630302717857,-0.3220642491785104,0.1017976786408287,0.8448315125494107,False,False,,False
hsa-miR-628-3p,131.4599180764706,132.86331097785714,0.0153197811000564,0.1102029267495913,0.8448315125494107,False,False,,False
hsa-miR-1224-5p,74.92307266441176,66.6039294207143,-0.1698027728086515,0.1102029267495913,0.8448315125494107,False,False,"STAT5B,BMP2K",False
hsa-miR-210-3p,123.59297659470587,143.46966768214287,0.2151489932590999,0.1102029267495913,0.8448315125494107,False,False,,False
hsa-miR-3177-3p,29.218617824705884,31.723611284285717,0.11866907717729,0.1148068540643968,0.8448315125494107,False,False,,False
hsa-miR-506-3p,25.358970753588235,26.66454243103572,0.0724263793975756,0.1148068540643968,0.8448315125494107,False,False,"BMPR1A,BMP6,BMPR1B,KLF4",False
hsa-miR-491-3p,15.233632252970589,16.75092480075,0.1369807735241708,0.1193092079221172,0.8448315125494107,False,False,,False
hsa-miR-18a-3p,10.322825237323528,11.583703503285712,0.1662587070808614,0.1193092079221172,0.8448315125494107,False,False,BMP1,False
hsa-miR-339-5p,69.98139292882352,63.095674747500006,-0.1494302698146263,0.1193092079221172,0.8448315125494107,False,False,"LHX6,NTRK2,RORB,PCYT1A,BMPR1B",True
hsa-miR-193a-5p,24.756264918705885,31.3295212575,0.3397290587027086,0.1193092079221172,0.8448315125494107,False,False,"CNTFR,NR1D2,NTRK2",False
hsa-miR-548a-3p,26.55508031717647,31.547233197464287,0.2485255884210078,0.1193092079221172,0.8448315125494107,False,True,"BMPR2,RORB,CLOCK,SLC5A7,STAT1,RORA,BMP2K,ARNTL2,BMPR1A",True
hsa-miR-92b-5p,29.077727796176468,35.20241492214286,0.2757598646424561,0.1245005626775013,0.8448315125494107,False,False,,False
hsa-miR-508-3p,97.7763078785294,116.2702641157143,0.2499253436301609,0.1245005626775013,0.8448315125494107,False,False,KLF4,False
hsa-miR-548n,56.65819219382353,49.37878384642857,-0.198393265362915,0.1245005626775013,0.8448315125494107,False,False,,False
hsa-miR-15a-5p,43.98358477235293,39.789600695,-0.1445737711785994,0.1245005626775013,0.8448315125494107,False,True,"CHAT,BMPR1A,CLOCK,RORB",True
hsa-miR-1298-5p,4311.342866658823,3728.236243,-0.2096440192425976,0.1292095254487334,0.8448315125494107,False,False,BMP7,False
hsa-miR-29a-3p,6401.486790382353,6712.121762178571,0.0683618673128485,0.1292095254487334,0.8448315125494107,False,False,"RORA,CLOCK,KLF4",False
hsa-miR-302b-3p,10.040807538588234,12.683807982464284,0.3371126384011909,0.1292095254487334,0.8448315125494107,False,False,"LHX6,RORB,BMPR2,SMAD2",False
hsa-miR-3065-3p,69.26663791794117,81.50374430714285,0.2347056890951124,0.1340101846566622,0.865129040188579,False,False,,False
