tRF,control_mean,ad_mean,log_fold_change,p_value,adj_p_value,significant
tRF-22-73VL4YMYP,29.443142886,20.12569288018182,-0.548893226331896,0.0024820647354496517,0.5104949904799333,False
tRF-20-B4ZPEK45,167.85446172466663,376.04777435909097,1.1637050726244222,0.00568926735497155,0.5104949904799333,False
tRF-18-73VL4YDN,84.66909123333335,56.85456662909091,-0.5745591716522824,0.007219618305109976,0.5104949904799333,False
tRF-20-INVDRI2Q,205.47385187400002,321.3302824136363,0.6451021363477452,0.007219618305109976,0.5104949904799333,False
tRF-21-DWY2MJ8FE,31.016172598000004,50.175399402272724,0.6939595271649832,0.008676968676712749,0.5104949904799333,False
tRF-19-J9ZH0S2E,56.94464927733333,33.24361623336363,-0.7764829608239125,0.008676968676712749,0.5104949904799333,False
tRF-19-DWY2MJJ1,195.5940717606667,437.5514802727273,1.161590123255209,0.014594266622095398,0.6344236911185966,False
tRF-21-73VL4YMYE,156.72361091133334,88.68675734272728,-0.8214319394889369,0.016175108272145522,0.6344236911185966,False
tRF-18-R81XDD0Q,31.730169148466665,58.45429266590909,0.8814537627538366,0.016175108272145522,0.6344236911185966,False
tRF-21-R29P4P9L0,20.2932045668,13.688534581772728,-0.5680286958407921,0.01868340717669581,0.6595242733373621,False
tRF-22-B4ZPEK45I,14.492534512866667,30.34743950890909,1.066264876460342,0.02156231030680178,0.6919541398455481,False
tRF-19-B4ZPEKH2,10.691186879399998,16.32414656240909,0.6105855462827163,0.026795737215242754,0.7882412697483909,False
tRF-21-WB8689SVD,8.209743905666667,10.747801351272727,0.38863243730298613,0.0383853209257039,0.8049825282724025,False
tRF-20-B2JK7PP9,8.777428621133334,11.10986539059091,0.33997107270771476,0.0383853209257039,0.8049825282724025,False
tRF-20-73VL4YMY,82.40390083533335,63.47325573545456,-0.3765637885985962,0.0383853209257039,0.8049825282724025,False
tRF-18-R29P4P04,475.5614421933334,299.2072827536363,-0.6684864571971527,0.0383853209257039,0.8049825282724025,False
tRF-18-XSXMSL00,21.767853604533336,20.158618507499998,-0.11080238643477003,0.04332767149341543,0.8049825282724025,False
tRF-18-S3M83004,140.65552733866667,99.73667546500002,-0.4959702279532685,0.04332767149341543,0.8049825282724025,False
tRF-19-R29P4PJZ,620.06478876,406.69961815909085,-0.6084553300819309,0.04332767149341543,0.8049825282724025,False
tRF-22-VP9N15WVN,16.15585353606667,12.632893272772726,-0.35487187920373753,0.05186927804282537,0.9154927574558678,False
tRF-19-7X9PN5HJ,17.885606154,30.998943775772727,0.7934200465500245,0.060211969036422786,0.9241228291242279,False
tRF-22-HXD3KY7SI,16.579524264533333,13.170271075318182,-0.33211757053502344,0.060211969036422786,0.9241228291242279,False
tRF-19-945NB2HQ,10.162886161200001,15.545040936363636,0.6131442441707553,0.060211969036422786,0.9241228291242279,False
tRF-20-9N15WV7W,27.796051029999997,21.33652717881818,-0.38155455832539964,0.06702746653068026,0.9388559685488801,False
tRF-18-45DBNIR,14.957751702266668,16.378376762318183,0.13089904038997968,0.07290140038618687,0.9388559685488801,False
tRF-21-B4ZPEK45B,32.87923898653334,51.49335208777272,0.6472092818137138,0.07290140038618687,0.9388559685488801,False
tRF-18-F8DHXYD9,25.702723276266667,12.508565191318182,-1.039004912061786,0.07690984488353103,0.9388559685488801,False
tRF-19-RKIP4OF4,14.700270195066668,9.56756989277273,-0.6196182322579147,0.07690984488353103,0.9388559685488801,False
tRF-23-3JVIJMRP9,22.167692740133337,28.629663541727272,0.3690520964613917,0.08332321084530137,0.9388559685488801,False
tRF-22-INVDRI2Q2,58.36515568466666,44.772216465,-0.382503588161053,0.09172659543948025,0.9388559685488801,False
tRF-18-9N15WV0E,31.26280636,42.41210226863636,0.4400287055514882,0.09172659543948025,0.9388559685488801,False
tRF-19-4PW3FJF2,15.464852093133334,11.418442311636362,-0.43762718183314675,0.09172659543948025,0.9388559685488801,False
tRF-18-WB0Q37DW,7.808811709733333,10.461817301636366,0.4219585501052925,0.10002262948307705,0.9388559685488801,False
tRF-23-XBINVDRID1,12.486899172533331,17.293534992863638,0.46981754013268784,0.10002262948307705,0.9388559685488801,False
tRF-23-J9ZH0SR9D7,26.736836452266665,34.8698137524091,0.38314988496271063,0.10002262948307705,0.9388559685488801,False
tRF-23-Y2PPEVNK0Q,156.28187906933334,133.37079104772727,-0.22870776431365858,0.10587749667997215,0.9388559685488801,False
tRF-19-BX1WZ42E,39.5132881286,38.62127295345455,-0.03294219012378097,0.11252734467509917,0.9388559685488801,False
tRF-23-HXD3KY7SDD,12.460500231933333,9.670657978454544,-0.3656760299450137,0.11252734467509917,0.9388559685488801,False
tRF-22-RK9P4P9LL,16.817811329066664,13.134415460500003,-0.3566379697946518,0.12240798609362402,0.9388559685488801,False
tRF-18-RPM830D4,41.152709756200004,29.173412464863635,-0.49633327933558746,0.12240798609362402,0.9388559685488801,False
tRF-22-8BWS72092,18.396164629199998,14.819637651999999,-0.31189484030084635,0.12240798609362402,0.9388559685488801,False
tRF-18-YRRHQFD2,38.734593012666664,45.73447385681818,0.239659472719997,0.12240798609362402,0.9388559685488801,False
tRF-19-V47PU9J8,26.28087148066667,20.86900814636364,-0.3326510822929789,0.12240798609362402,0.9388559685488801,False
tRF-20-W3FJIKE7,17.92612150206667,22.01268844431818,0.29627197432222907,0.12240798609362402,0.9388559685488801,False
tRF-19-INVDRIFU,343.83241345999994,455.2580307090908,0.40497891075599846,0.1329824318057904,0.9388559685488801,False
tRF-23-RPFQRDWXDD,40.78715906946666,26.470049570727273,-0.6237541266243705,0.1329824318057904,0.9388559685488801,False
tRF-19-73V2Y81W,86.39536113333332,64.51128120863636,-0.42140238178374023,0.1329824318057904,0.9388559685488801,False
