,LFC
COLQ,-0.1738280952048878
CHAT,-0.3436150995681124
PRIMA1,0.5972643260461747
ACHE,0.11607918483922146
SLC18A3,0.0
BCHE,-0.07127403554716175
SLC5A7,1.8083205533101665
STAT5A,0.02934766998420081
BMP1,0.15781371817305184
STAT1,-0.1931629436637696
STAT3,-0.045044958871274215
BMP6,-0.023585597804938897
BMPER,-0.06399388524612759
LIFR,-0.03217622519763616
NKX2-1,0.19583882986685658
BMP2K,-0.08140619522291663
RORB,0.03290861773302436
KLF4,0.7379535305096112
BMP3,-0.393609550040364
BMP5,-0.013573328016098294
CNTFR,0.011919149776253083
KLF16,0.08360072415196783
BDNF,-0.6782967652884788
GBX2,1.5505542231467546
BMP8A,0.06301901628289674
BMPR2,0.09019708812686845
LHX8,-1.2563941566365402
BMP8B,-0.22249476341432672
LHX6,0.023462208953478256
BMP4,-0.30687043550794435
ARNTL2,-0.04132672511136057
NTRK1,0.4545525881698929
LIF,4.863210103425187
NGF,-0.07374030807087556
NGFR,-0.7728068138788685
RORA,0.11016667967367552
BMP10,0.0
SMAD2,-0.017792400784196333
IL6R,-0.14444387630107028
KLF7,0.023728227991224576
NPAS2,0.0886527717374022
BMPR1B,0.0442207046964507
NR1D1,0.12622879494739817
GBX1,-0.20414508245497676
CLOCK,-0.08344769507547375
BMP15,-0.5937568904365773
RORC,-0.8254011428634137
NR1D2,0.009612801424502045
ARNTL,-0.10242284855344182
BMPR1A,-0.04627946775040747
STAT5B,0.05194666126565862
IL6ST,-0.1499472897646632
BMP7,-0.13275679731626167
BMP2,0.20636982663378844
NTRK2,0.012257379549971692
IL6,2.5135832350800014
CNTF,0.24464709785855532
PCYT1A,-0.037780421455368064
