,LFC
COLQ,-0.06747696895623954
CHAT,0.029990136386466217
PRIMA1,0.12064344771861733
ACHE,0.10705921619930805
SLC18A3,0.0
BCHE,0.1709601218624513
SLC5A7,-0.18981474981437838
STAT5A,0.1624997662513073
BMP1,0.24531913169729577
STAT1,-0.2842078824922875
STAT3,0.11259642429203581
BMP6,-0.2218799826926195
BMPER,-0.08721598656514795
LIFR,-0.002074677193779196
NKX2-1,2.0636328849688814
BMP2K,-0.05871191034706722
RORB,-0.19592302725610253
KLF4,-0.7230304017523425
BMP3,0.04500769183253494
BMP5,-0.07788736039298204
CNTFR,0.20370877676212726
KLF16,0.027686922253369536
BDNF,-0.36275019913491613
GBX2,0.1745363775989069
BMP8A,0.1491301866582281
BMPR2,0.1219547283168851
LHX8,-0.37685099511334325
BMP8B,0.012076795999854542
LHX6,0.0896995058148165
BMP4,-0.5253502463936222
ARNTL2,-0.07435363438611772
NTRK1,0.2174212746265376
LIF,15.434296223525685
NGF,0.2394423871648312
NGFR,-0.31168850804412157
RORA,0.26619078363999854
BMP10,-14.242781303002369
SMAD2,0.04803805685025557
IL6R,-0.12130084415869184
KLF7,-0.0012590412513995616
NPAS2,-0.0013530453809798104
BMPR1B,-0.2111256022766159
NR1D1,0.054810821893954614
GBX1,0.3241059484521572
CLOCK,0.02129166233442517
BMP15,-0.041121772145173
RORC,-0.6819657024804598
NR1D2,-0.00437181050456092
ARNTL,0.0469110125166093
BMPR1A,0.09912106764790013
STAT5B,0.14690537023438624
IL6ST,-0.06352886324484609
BMP7,0.21355516199776678
BMP2,-0.1345245217149288
NTRK2,-0.1361095493155718
IL6,4.218023081852888
CNTF,0.023680929658236715
PCYT1A,0.02893109609759904
