,LFC
COLQ,-0.13806590638108357
CHAT,-0.020113204038007416
PRIMA1,0.35229467242267976
ACHE,0.19130504802047082
SLC18A3,0.0
BCHE,0.02226244894223854
SLC5A7,0.2202488970330622
STAT5A,-0.004820646275666463
BMP1,0.5052572440181751
STAT1,-0.2870073238516837
STAT3,0.0874194738143202
BMP6,0.18042678331123999
BMPER,-0.05644082326172387
LIFR,-0.08430166383373074
NKX2-1,-0.2726890704522109
BMP2K,-0.11901799227396297
RORB,0.08786371449783976
KLF4,0.4685095441474673
BMP3,-0.09329174923196902
BMP5,-0.10474817872226252
CNTFR,0.14193749816057716
KLF16,0.17276263439798167
BDNF,-0.40954014960594143
GBX2,0.10326734563763501
BMP8A,-0.0058262219784849575
BMPR2,0.11141742451493097
LHX8,-1.333328062903994
BMP8B,-0.3183703572099335
LHX6,0.2512594030999428
BMP4,-0.32246612092879984
ARNTL2,-0.11963440178258199
NTRK1,-0.07831833471601765
LIF,3.679803814289713
NGF,0.5589775503023292
NGFR,0.3791483730713151
RORA,0.18484993972903274
BMP10,0.26697910742970404
SMAD2,0.015948233400102953
IL6R,-0.21116850339901647
KLF7,0.014822779420085034
NPAS2,0.003753605266301863
BMPR1B,-0.23940105553084393
NR1D1,0.2728403050407656
GBX1,0.6609923152246263
CLOCK,0.018557406144748514
BMP15,-0.732284191858415
RORC,-0.7022355743316107
NR1D2,0.07703459021542107
ARNTL,0.11395689977506451
BMPR1A,0.051257209799175675
STAT5B,0.14490206026114258
IL6ST,0.05687860377789422
BMP7,-0.04463493252134375
BMP2,-0.022585391110381672
NTRK2,-0.04698614441665801
IL6,0.7666702565302165
CNTF,0.10327200207847075
PCYT1A,-0.004556873524481014
