,LFC
COLQ,-0.5326871176861494
CHAT,0.0
PRIMA1,-0.11402095775851494
ACHE,0.2923930062930802
SLC18A3,0.0
BCHE,0.3092890452965813
SLC5A7,-19.09387840494343
STAT5A,0.16598172240237993
BMP1,0.05593716428301705
STAT1,-0.24127197165010955
STAT3,0.18117611654859173
BMP6,0.27698103888099523
BMPER,-0.19949428534044453
LIFR,0.10923246802344556
NKX2-1,0.0
BMP2K,0.06923554582426503
RORB,0.054451886506452205
KLF4,-0.0016097647564234947
BMP3,1.1282198064333444
BMP5,0.25132084674824606
CNTFR,0.7301681216991065
KLF16,-0.07876507167759225
BDNF,-0.011996030552809909
GBX2,0.0
BMP8A,-0.08559035986553563
BMPR2,0.2664592693011382
LHX8,0.0
BMP8B,1.2069557998375868
LHX6,-0.2066306536741674
BMP4,-0.13116290574521222
ARNTL2,0.2356773391296419
NTRK1,-0.08861355913883888
LIF,1.313131236729319
NGF,0.18628344656407597
NGFR,0.9121384176161447
RORA,-0.06117862056671144
BMP10,0.0
SMAD2,-0.02076926762947907
IL6R,-0.09753029883914027
KLF7,0.08433954262247048
NPAS2,0.317050933166508
BMPR1B,-0.030123252643488575
NR1D1,-0.17351844745870632
GBX1,0.0
CLOCK,0.1880296904168661
BMP15,0.0
RORC,19.44798325061254
NR1D2,-0.2087667420600881
ARNTL,0.15547231397952568
BMPR1A,-0.1482952769634479
STAT5B,0.21019475658678388
IL6ST,0.08113584867892566
BMP7,0.06974558395122846
BMP2,0.0847993583670601
NTRK2,-0.13811512102748055
IL6,-1.188762584689855
CNTF,-0.9789128220615989
PCYT1A,0.09340623624089921
