,LFC
COLQ,-0.17738215164191073
CHAT,0.7875044227415411
PRIMA1,0.1297450238634356
ACHE,0.23266991017245287
SLC18A3,0.0
BCHE,0.052552194577826526
SLC5A7,1.5591644485912581
STAT5A,-0.09355210948622457
BMP1,0.018665112510334984
STAT1,-0.2292500459856468
STAT3,-0.12300786330770828
BMP6,0.24921479426175283
BMPER,0.034298266160991124
LIFR,0.2378765872492953
NKX2-1,0.8897924264071759
BMP2K,0.002231468457664035
RORB,0.22258783409052113
KLF4,0.7447676094553203
BMP3,-0.28902741655735026
BMP5,-2.0068445608020595
CNTFR,0.04365713201873346
KLF16,-0.15266006483099792
BDNF,-0.38669720683888426
GBX2,16.24626018870725
BMP8A,0.5585083317608908
BMPR2,-0.031751361565951555
LHX8,17.006010462213524
BMP8B,0.029701726214134788
LHX6,0.10053904601789292
BMP4,0.11351273263443679
ARNTL2,0.04541623075465129
NTRK1,-0.6082501441681409
LIF,0.8923942880904895
NGF,0.08036210681783616
NGFR,-0.10526009279966257
RORA,0.046347281076027466
BMP10,0.0
SMAD2,-0.048946012620951315
IL6R,-0.15216231707178315
KLF7,-0.03235114818979106
NPAS2,-0.011028309787012885
BMPR1B,0.28075608154948495
NR1D1,0.12655027060684898
GBX1,-0.8369558198966249
CLOCK,-0.01800098496543122
BMP15,0.0
RORC,0.6335532244269875
NR1D2,-0.0679755484461465
ARNTL,0.03460192529231155
BMPR1A,-0.016347549829138677
STAT5B,-0.16811294996639944
IL6ST,-0.011226796823940063
BMP7,0.07075584574710103
BMP2,0.13145180644484147
NTRK2,-0.0546104984952528
IL6,-16.40159745742871
CNTF,1.318412004557887
PCYT1A,-0.19174089797821334
