,LFC
COLQ,-0.1274350321604059
CHAT,-0.5421730795483489
PRIMA1,0.44041644792918305
ACHE,0.058288050254636736
SLC18A3,15.100996818724292
BCHE,-0.04830019019428142
SLC5A7,0.7765878394318341
STAT5A,0.39796876898857086
BMP1,0.2900222335360771
STAT1,0.04601990686717424
STAT3,0.2794688255585854
BMP6,1.014509675514685
BMPER,-0.1330232062454907
LIFR,-0.08249587266894744
NKX2-1,0.1995702383457671
BMP2K,-0.02366118493065405
RORB,-0.060185419239424394
KLF4,1.5232021458467204
BMP3,0.17912589058954365
BMP5,0.9145953805004449
CNTFR,0.02806157681469779
KLF16,0.27459392354125617
BDNF,-0.9920323902914298
GBX2,-0.7887150532177267
BMP8A,-0.03457793948436338
BMPR2,0.155329522303893
LHX8,16.00906846190657
BMP8B,-0.11244490134060224
LHX6,0.2500896367527592
BMP4,-0.30171013384149953
ARNTL2,-0.13236591442793683
NTRK1,-0.02553007710346296
LIF,1.0482280268367488
NGF,1.0380857306739726
NGFR,0.022555664786010954
RORA,0.14502524327425553
BMP10,-1.4844301736840053
SMAD2,0.09942795796969797
IL6R,-0.1081384433676672
KLF7,0.01583009439519246
NPAS2,0.4406850649795176
BMPR1B,-0.17429427368977546
NR1D1,0.460870292038126
GBX1,0.3149300184155823
CLOCK,-0.0007210229394959252
BMP15,-2.154596113162762
RORC,0.7966187499391009
NR1D2,0.13020470657766858
ARNTL,0.1291515345700732
BMPR1A,0.19367596008774268
STAT5B,0.025377761647333956
IL6ST,-0.23034332658338655
BMP7,0.01624870207748723
BMP2,0.47803762322351717
NTRK2,-0.02320119734453793
IL6,-0.3747455168906864
CNTF,0.1570243212825942
PCYT1A,0.1426343047391434
