,LFC
COLQ,-0.12152692186829418
CHAT,0.09094440422851309
PRIMA1,0.49674375178648805
ACHE,0.48656823755735784
SLC18A3,13.219996952770552
BCHE,0.1595118272286278
SLC5A7,-0.296308918311114
STAT5A,-0.15232535868133343
BMP1,0.07831942404748804
STAT1,-0.20338021703861348
STAT3,-0.029785479815201615
BMP6,0.4143879992572184
BMPER,-0.2352446607127852
LIFR,0.053828955362543694
NKX2-1,0.6396620740120735
BMP2K,-0.329290663876908
RORB,-0.10324182170573538
KLF4,2.2989734895593545
BMP3,0.02136812158250575
BMP5,0.31577305554926083
CNTFR,0.10474548938196566
KLF16,0.36133448713960564
BDNF,-0.02588327344419954
GBX2,-0.02776131938380205
BMP8A,0.021868842277661303
BMPR2,0.03891104136071645
LHX8,-0.10840677189365774
BMP8B,-0.12674478885558565
LHX6,0.2119080500475734
BMP4,-0.3138243220988297
ARNTL2,-0.16843143721226192
NTRK1,-0.5532593160864837
LIF,0.8347742195598521
NGF,0.8911901007440229
NGFR,2.0272513672616586
RORA,0.10956272295400775
BMP10,-1.3704278091650581
SMAD2,-0.04038067476584234
IL6R,-0.4005448471558071
KLF7,-0.05547963193768799
NPAS2,-0.10813110427834481
BMPR1B,-0.17089021696253565
NR1D1,0.11296299057856711
GBX1,0.3123135008518207
CLOCK,-0.03726254681659016
BMP15,-0.13956086590980915
RORC,-0.4492688141483591
NR1D2,0.05906475869903503
ARNTL,-0.12953806050346256
BMPR1A,-0.05207606034066159
STAT5B,0.004800241741893183
IL6ST,-0.015514782562757443
BMP7,0.15210634216929766
BMP2,0.3292392935564248
NTRK2,-0.09914414122026736
IL6,1.4612417842551495
CNTF,-0.13236583099381877
PCYT1A,-0.1447841189673037
