,LFC
COLQ,-0.1552184878022632
CHAT,-1.0905254891416865
PRIMA1,-0.05016033362389832
ACHE,-0.07317608860614085
SLC18A3,0.0
BCHE,-0.1847433324567884
SLC5A7,-0.18278401956052426
STAT5A,0.04921384799667489
BMP1,-0.2984948053198782
STAT1,-0.45938008928738816
STAT3,0.13675108737702837
BMP6,-0.3090362790304006
BMPER,0.09185537452523113
LIFR,0.03235747344126299
NKX2-1,-17.29138705790618
BMP2K,-0.20543233108954165
RORB,0.2942263327069244
KLF4,3.9661802129407695
BMP3,0.1455510682377179
BMP5,-0.4879001793899964
CNTFR,-0.12952843139149336
KLF16,0.08227094352949116
BDNF,0.8571946772448091
GBX2,-16.66515066406012
BMP8A,-0.3774267836689925
BMPR2,0.08324237209565921
LHX8,2.3108183902874684
BMP8B,-0.8416653253092661
LHX6,-1.6648506398364882
BMP4,1.109785946778359
ARNTL2,-0.1800660972335863
NTRK1,-0.973077782142158
LIF,0.0
NGF,0.09813070522925214
NGFR,1.2905921428149343
RORA,0.28375625752551664
BMP10,18.67694479717516
SMAD2,-0.16410312228226928
IL6R,-0.07953974718399442
KLF7,-0.011342094239520059
NPAS2,-0.02064821180984375
BMPR1B,-0.03758010710439565
NR1D1,0.39972768397355485
GBX1,0.2083741580033312
CLOCK,-0.12549802298710092
BMP15,-19.430948269666324
RORC,-0.6680504756695254
NR1D2,0.027169617717213348
ARNTL,-0.1131136727516291
BMPR1A,0.03697852251833609
STAT5B,-0.04110402231229455
IL6ST,-0.2721207876034816
BMP7,-0.7683438239980488
BMP2,-0.06724647178266516
NTRK2,0.015374749492447104
IL6,0.0
CNTF,-0.22622835808451303
PCYT1A,-0.08808122694974681
