,LFC
COLQ,1.2842799549760544
CHAT,21.648022709143365
PRIMA1,-1.35600826815183
ACHE,-0.15159878806246205
SLC18A3,0.0
BCHE,1.4770546617214846
SLC5A7,0.0
STAT5A,0.11048159641433175
BMP1,0.3797244180263607
STAT1,-0.016977689138641075
STAT3,0.2760674816742069
BMP6,-0.16031983592478197
BMPER,-0.23058896860698022
LIFR,0.14234542013681167
NKX2-1,0.0
BMP2K,-0.27501171997819196
RORB,-0.3370492880955123
KLF4,0.22232031484960033
BMP3,0.0
BMP5,22.063360394821846
CNTFR,-0.7578057075876914
KLF16,-0.3279431663168654
BDNF,-0.0683091498575001
GBX2,0.0
BMP8A,-0.12745550165016234
BMPR2,-0.18072630491408084
LHX8,0.0
BMP8B,0.0
LHX6,0.12742437681566696
BMP4,0.3682703712330327
ARNTL2,-0.3057276987351902
NTRK1,-1.7686564715288728
LIF,21.613519628120642
NGF,0.1758957004426432
NGFR,0.0
RORA,-0.14040431231218473
BMP10,0.0
SMAD2,0.3006412310441091
IL6R,-0.023867122312538465
KLF7,0.044821185569898586
NPAS2,0.35012488777655215
BMPR1B,1.3529924744191446
NR1D1,0.4256507556086033
GBX1,21.827596582415392
CLOCK,0.06226099499007517
BMP15,0.0
RORC,0.0
NR1D2,-0.08200654600286082
ARNTL,0.33396184346730684
BMPR1A,0.16552593753171133
STAT5B,0.38611531268444066
IL6ST,0.041442455319673104
BMP7,0.6652114657527051
BMP2,21.415500195057522
NTRK2,0.48418175770610916
IL6,0.2476979072917538
CNTF,21.511957113839454
PCYT1A,-0.15002068872649565
