,LFC
COLQ,-0.28983787346993023
CHAT,0.25603172625249154
PRIMA1,0.5254496935558343
ACHE,0.19792093870282315
SLC18A3,17.131732877585844
BCHE,0.40059480472407777
SLC5A7,-3.071836596315647
STAT5A,-0.12829804025603375
BMP1,0.5887779417706618
STAT1,-0.4212396554811883
STAT3,0.06790396482633587
BMP6,-0.09326384500543294
BMPER,-0.14955326683536455
LIFR,0.1282687845480505
NKX2-1,-18.74356886010874
BMP2K,-0.18288923923636843
RORB,0.44727668807973286
KLF4,1.9896946648120837
BMP3,0.18374082367405395
BMP5,0.12114908956160934
CNTFR,-0.06540985491752188
KLF16,0.43664532565650993
BDNF,0.08039840774315168
GBX2,-15.912322591996892
BMP8A,0.2889316260873522
BMPR2,0.009072161221794018
LHX8,1.1556638904051455
BMP8B,-1.0171903450154822
LHX6,0.16254631656624347
BMP4,-2.0356307078664724
ARNTL2,-0.3031064125336524
NTRK1,-0.02144196342471046
LIF,-16.846907884185548
NGF,0.4209568082473199
NGFR,-1.9706748499868356
RORA,0.13173171253339735
BMP10,0.0
SMAD2,-0.11642969801344828
IL6R,0.4321252209665402
KLF7,0.08573699847211022
NPAS2,0.14063189214704985
BMPR1B,0.2650250219580612
NR1D1,-0.0035041573831004658
GBX1,-1.3533604770089207
CLOCK,-0.23596002959090087
BMP15,0.0
RORC,-1.5877775248944928
NR1D2,-0.005876854638500388
ARNTL,0.038406997968811425
BMPR1A,-0.00895502010620875
STAT5B,-0.028598199521896656
IL6ST,-0.1968967501105942
BMP7,0.38443787048637873
BMP2,-0.3310154236270246
NTRK2,0.0014104391988111324
IL6,0.0
CNTF,-0.37990109547308626
PCYT1A,-0.10958163134372827
