,LFC
COLQ,-0.07929233647010799
CHAT,1.1244170158424858
PRIMA1,0.7269056791897741
ACHE,0.46473802414627874
SLC18A3,-14.304400905163538
BCHE,-0.7678319983734174
SLC5A7,0.4662612795437441
STAT5A,0.9507818123911941
BMP1,0.5067926290487619
STAT1,-0.19028816830693948
STAT3,0.061011258766759294
BMP6,0.6452196947404564
BMPER,-0.12726820598330282
LIFR,0.022160640564306583
NKX2-1,-1.46154327208184
BMP2K,-0.07738652556917992
RORB,0.21383790617507542
KLF4,0.7249835167558273
BMP3,-0.830617157959596
BMP5,-0.33654380265505074
CNTFR,0.32182559399645005
KLF16,0.3025234134598893
BDNF,-0.5375672733251778
GBX2,-2.392514591189377
BMP8A,0.01312256247634337
BMPR2,0.10076093038670511
LHX8,-0.8345420112254878
BMP8B,-0.12941418126890036
LHX6,-0.09059626735899251
BMP4,0.933647998863686
ARNTL2,-0.346324911676293
NTRK1,-0.20247194999703205
LIF,0.0
NGF,0.5686354800062076
NGFR,0.05188214351756025
RORA,0.2204730431158437
BMP10,-16.989264489336747
SMAD2,-0.03523956611485764
IL6R,-0.1689261989911235
KLF7,0.006040105364565652
NPAS2,-0.09711526836841036
BMPR1B,0.0422489405302288
NR1D1,0.09810008025516614
GBX1,0.2072465534100654
CLOCK,0.034636566066894324
BMP15,-15.57121382061874
RORC,-0.5319865777903194
NR1D2,0.1486689472708825
ARNTL,0.020023904334827283
BMPR1A,0.07445226589710227
STAT5B,0.26884490197571326
IL6ST,-0.012204220149464774
BMP7,-0.11793513997605957
BMP2,-0.03264864151430037
NTRK2,0.08559985564207623
IL6,0.0
CNTF,-0.1826840542560853
PCYT1A,-0.0162727853818565
