,LFC
COLQ,-0.1549872360204816
CHAT,-19.873003395642122
PRIMA1,0.9263023769641708
ACHE,0.40397625397501535
SLC18A3,0.0
BCHE,-0.7289517355365871
SLC5A7,0.0
STAT5A,-0.03467907446751038
BMP1,0.14778899125110875
STAT1,-0.33823427385737886
STAT3,0.14019457205051641
BMP6,-0.32733870696819173
BMPER,-0.08996421246970478
LIFR,-0.31364953115938166
NKX2-1,0.0
BMP2K,-0.0753154258311198
RORB,-0.15615592329024247
KLF4,0.0
BMP3,0.10745642758922594
BMP5,20.668366358547207
CNTFR,-0.24051410284554386
KLF16,0.31667274755883557
BDNF,-0.5885146929977473
GBX2,0.0
BMP8A,1.6890697416070133
BMPR2,0.26276625250457913
LHX8,19.667439018698747
BMP8B,1.0076180342457826
LHX6,0.2306817404084389
BMP4,0.15816342375207512
ARNTL2,0.13284825489683327
NTRK1,1.7897991685160037
LIF,-21.7437021032303
NGF,0.2881036400727633
NGFR,0.0
RORA,-0.014894469996445822
BMP10,0.0
SMAD2,0.3309217317805448
IL6R,1.573000400223178
KLF7,0.13789363548224437
NPAS2,0.331366477797425
BMPR1B,0.06456481593254486
NR1D1,0.18699584470288474
GBX1,-21.853501100479097
CLOCK,-0.19864018862580946
BMP15,0.0
RORC,18.702443564036088
NR1D2,0.1909162115623621
ARNTL,-0.04552415033513461
BMPR1A,0.25810209682700364
STAT5B,0.03378751026650156
IL6ST,-0.06475690922382132
BMP7,-0.7051014522074084
BMP2,-0.3201898629702495
NTRK2,-0.021828458750346533
IL6,0.0
CNTF,2.110433769537501
PCYT1A,0.13691776086518925
