,LFC
COLQ,-0.20504718006500253
CHAT,1.650377740824746
PRIMA1,0.15366364736971008
ACHE,-0.0710049174147929
SLC18A3,0.0
BCHE,-0.8864321198782015
SLC5A7,0.35325079811812055
STAT5A,2.360789464274459
BMP1,0.6341614464286393
STAT1,-0.47340883822637764
STAT3,0.10121541855004643
BMP6,-0.41427771937097296
BMPER,0.008031082842877032
LIFR,-0.03807059014765963
NKX2-1,18.481361486935036
BMP2K,0.09886518520215255
RORB,-0.24801429153349405
KLF4,1.3608790899492331
BMP3,-0.2576025492175285
BMP5,0.9025679127680571
CNTFR,0.09715932483863546
KLF16,-0.25799802514364334
BDNF,-0.44142475302914064
GBX2,-1.1030892055213972
BMP8A,0.0799885737859026
BMPR2,0.15301579463910225
LHX8,0.4531982403789932
BMP8B,-0.7504114522469322
LHX6,-0.6121096986990004
BMP4,-0.19547958193083617
ARNTL2,-0.1590353518398262
NTRK1,0.566329604662611
LIF,0.0
NGF,1.0896947566514479
NGFR,3.644361791698915
RORA,0.14191515672976343
BMP10,18.222019429538935
SMAD2,-0.03441347666522756
IL6R,0.4087287390240731
KLF7,0.13681214244368742
NPAS2,0.0551620103925741
BMPR1B,0.24413193136451233
NR1D1,-0.4390926263459055
GBX1,-0.52734577397342
CLOCK,0.11737836869036995
BMP15,-2.13325842068891
RORC,-0.4116475830961565
NR1D2,-0.11580408626215609
ARNTL,0.026814018308946263
BMPR1A,0.04160619975447946
STAT5B,0.17874105304629223
IL6ST,0.030243003651441797
BMP7,-0.663269331630343
BMP2,0.5761120042684287
NTRK2,0.057924946035179836
IL6,-17.329004133025087
CNTF,0.42506586511559685
PCYT1A,0.0709322225860211
