miRNA,10,13,14,15,17,18,19,2,21,22,23,24,25,26,27,28,29,3,31,32,33,34,35,4,5,6,67,7,73,74,75,76,77,78,79,8,80,81,82,83,84
hsa-miR-3157-3p,0.707581215,1.875800754,0,3.968734025,2.962016407,3.843386048,3.504768299,3.035909295,1.01111641,3.993065695,4.746014572,0,8.278281471,3.440483586,2.666358335,0.755991604,3.563562335,0,1.697398061,0.761373893,1.64510988,5.063317224,2.233622128,3.799550119,1.216161244,0.615868051,5.31354521,2.38604902,13.36104669,3.13348485,0,1.293555632,1.085194814,0,1.921792039,4.358580126,0,1.204445083,0,1.203183331,4.614258781
hsa-miR-6859-5p,9.906137008,11.25480452,10.23066304,12.89838558,11.84806563,10.56931163,9.346048798,11.13166742,11.12228051,23.95839417,11.86503643,13.08770916,16.55656294,7.56906389,18.13123667,12.09586566,15.67967428,12.53430919,12.44758578,14.46610397,21.9347984,13.16462478,11.91265135,11.39865036,13.98585431,8.622152718,11.51268129,10.33954575,24.49525227,12.5339394,24.06897248,12.93555632,26.04467553,18.67988614,22.10060844,9.339814556,11.93152777,14.453341,11.38349165,21.65729995,40.37476433
hsa-miR-423-5p,6497.718296,5489.530907,4825.94991,6804.394487,4648.391081,5219.318253,8806.31448,6349.098306,7578.317495,27995.38359,11385.68896,16068.43493,9174.593583,4852.45805,5092.744419,5046.243955,6817.80746,4601.658261,5106.339166,4192.886029,5997.522253,11287.14675,3599.85433,10736.00882,4277.239095,5140.650624,5255.096213,3931.413436,23513.21533,7133.378262,3649.616301,6985.200415,7440.095644,8801.622716,6737.802887,6562.776361,7444.279037,5139.367169,5415.289599,13669.36582,8893.9838
hsa-miR-423-3p,8401.819345,9406.202881,7955.80204,8201.388863,8042.861883,6922.899119,7337.816563,7992.537204,9494.383092,15976.25585,10888.54393,8595.352993,9936.195479,8336.979826,7690.84398,6984.606427,7909.68296,6955.758206,7054.95214,6134.389456,8032.523175,10956.00581,8157.188012,7822.513785,5329.826652,6786.865925,6529.461473,7117.584228,11955.90995,7366.822883,6095.783978,8229.600934,8032.612013,7076.280505,7358.541716,8159.261996,6154.679743,6458.234535,5520.99345,8818.13063,9489.223183
hsa-miR-182-5p,179.7256286,230.7234927,359.5347298,171.6477466,220.1765529,108.5756559,439.2642935,350.1415387,241.6568221,127.7781022,200.5191157,104.7016733,161.0502032,136.24315,250.1044118,101.3028749,245.8858011,244.4190292,168.042408,558.0870636,229.2186433,290.6344086,134.7618684,151.2220947,342.9574708,296.8484007,685.4473322,477.2098041,445.368223,253.8122729,648.595469,302.692018,306.0249375,266.6129204,570.7722355,121.4175892,868.0186455,386.6268716,492.7425671,435.5523657,199.5666923
hsa-miR-6759-5p,0,0,0,0,0,0,0,0,0,0,1.186503643,0,0,0,0,0,0,0,0,0,0,0,0.744540709,0,0.608080622,0,0,0,0,0,0,0,1.085194814,0,0,0,0,0,0,0,0
hsa-miR-6508-3p,4.953068504,1.875800754,5.846093168,1.984367013,2.962016407,1.921693024,2.3365122,7.083788355,5.055582051,3.993065695,5.932518215,6.543854582,7.525710428,7.56906389,5.865988336,5.291941226,3.563562335,6.267154595,5.092194182,3.045495572,3.29021976,0,0.744540709,8.359010262,4.256564354,8.006284666,5.31354521,2.38604902,4.45368223,10.96719698,7.600728152,5.17422253,5.42597407,6.79268587,2.882688058,6.849197341,7.954351849,13.24889591,4.878639278,7.219099984,3.460694086
hsa-miR-6872-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565799354,0.761373893,0,0,0,0,0,0,0,0,0,1.566742425,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-188-5p,1.41516243,0.937900377,1.461523292,1.984367013,1.974677605,5.765079072,2.3365122,1.011969765,2.022232821,7.98613139,3.559510929,0,0.752571043,3.440483586,3.199630001,2.267974811,3.563562335,3.916971622,2.828996768,0.761373893,3.29021976,3.037990334,3.722703547,3.039640095,6.08080622,4.92694441,3.542363474,1.590699347,0,0,0,0,3.255584442,0,0,2.490617215,4.971469906,6.022225415,0,2.406366661,0
hsa-miR-188-3p,0,0.937900377,0,0,0,0,0,1.011969765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795349673,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-490-5p,45.28519775,54.39822187,56.99940839,42.66389077,75.03774897,41.31640002,33.87942689,42.50273013,60.66698462,79.8613139,52.20616029,287.9296016,38.38112318,44.0381899,31.99630001,32.50763896,46.32631036,59.53796865,38.47435604,40.35281633,29.06360788,18.22794201,56.58509391,47.8743315,48.03836914,33.87274282,54.02104297,36.58608498,6.680523345,14.10068183,48.13794496,19.40333449,23.87428591,28.86891495,26.90508854,50.4349986,22.86876157,33.72446232,48.78639278,10.82864998,25.37842329
hsa-miR-490-3p,435.1624471,376.0980512,383.6498641,376.0375489,359.391324,350.7089769,266.3623907,482.7095779,471.1802472,882.4675186,369.002633,1541.077754,363.4918137,308.955426,410.6191835,252.5011956,476.8046405,624.3652765,460.5606738,258.1057497,420.5997593,184.3047469,510.7549266,413.391053,460.9251115,403.3935736,293.1305774,384.949242,118.0225791,128.4728789,268.5590614,183.6848998,175.8015599,196.9878902,189.2965158,451.4243702,165.0528009,190.3023231,221.1649806,139.5692664,199.5666923
