tRF,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,56,58,59,60,61,62,63,64,65,66,68,69,72,85,86,87,88,89,90,91,92,93,94,95
tRF-16-026ZEDD,0,1.14034849,0,0,0,0,0,2.328604216,0.633414773,1.478746004,1.118922056,0,0.677323623,1.532202614,0,0.640906844,0,0.402783591,0,0,0.890024324,0,0,0,0,0,0,0.748446753,0.893709791,0,1.644201917,0,2.497342537,1.350190924,1.64715179,0,1.499191865,0,0,0,0,0,1.122884754
tRF-16-04SXQ3E,0,0,0,0,0,2.231944263,0,0,0,0,0,0,0,0,0,0.640906844,0,0.402783591,0,0,0,0,0,0.591995047,0,0,0,0,0.893709791,0,0,0,0,0,1.64715179,1.400682279,0,0,0,0,0,0,0
tRF-16-078SUXD,0,0,0,0,1.064301983,0,0,0,1.266829546,0,0,0,0,0,0.645936627,0,0,0,0,0.551128425,0,0.411658514,0,0.591995047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-07QSNHD,2.411090629,0,0,2.177649627,0,1.487962842,1.031174119,1.552402811,0,0,1.118922056,0,1.354647246,0,0,1.281813689,0,1.611134365,0,0,1.780048649,4.116585142,0.731631406,0.591995047,0.712407449,1.012543194,2.607105162,0.748446753,0,1.047039709,0.822100958,0.72837451,1.248671269,1.350190924,0,0,5.996767461,0,0,1.370136094,0,5.890831094,0
tRF-16-085830E,0,0,0,0,0,0,1.031174119,0,0,0,0,0,0,0,0,0,0,0,0,0,2.670072973,0.411658514,0,0,0,1.012543194,0,0,0,0,0,0,0,0,1.64715179,0,0,0,0,0,0,0,0
tRF-16-08F4BDD,2.411090629,10.26313641,11.77630902,26.13179552,37.25056941,26.03934973,16.4987859,0.776201405,26.60342048,0,20.140597,48.77388264,16.93309058,0,58.78023303,78.19063502,22.71278301,53.57021764,0,23.14739383,31.15085135,32.52102263,133.1569159,0,14.24814898,12.15051832,9.124868066,40.41612468,18.76790561,11.5174368,36.17244216,103.4291804,2.497342537,1.350190924,0,2.801364557,0,0,18.65195794,12.33122485,2.146268674,2.945415547,10.10596279
tRF-16-08P2B5D,1.205545314,0,0,0,1.064301983,1.487962842,0,0,0,1.478746004,0,0,0.677323623,0,0.645936627,0,1.465340839,1.208350774,0.741568888,0,0.890024324,0.411658514,0,0.591995047,0,0,0,1.496893507,0,0,0.822100958,0.72837451,1.248671269,1.350190924,0,0,0,1.901851011,0,0,0,0,0
tRF-16-08P2F5D,2.411090629,2.280696979,0,2.177649627,2.128603966,0.743981421,0,0,0.633414773,1.478746004,0,0,1.354647246,1.532202614,1.93780988,1.922720533,5.128692937,3.625052321,2.224706663,0,0,5.763219199,0,1.775985141,1.424814898,3.037629581,0,0.748446753,0,0,0.822100958,0,0,0,0,1.400682279,1.499191865,0,2.072439771,0,0,0,0
tRF-16-08Q2B5D,209.7648847,185.8768038,113.5572655,352.0533563,407.6276596,293.8726612,173.237252,326.7807917,285.6700627,848.8002061,219.3087229,120.4105228,377.2692581,321.762549,331.3654895,296.0989621,762.7099067,658.9539553,393.0315105,86.52716265,266.117273,505.5166555,163.1538035,206.0142763,313.4592775,414.1301662,393.6728794,440.086691,282.412294,513.0494575,272.1154172,418.8153432,300.9297757,206.5792114,135.0664468,186.2907431,370.3003907,327.1183739,169.9400612,179.4878283,191.017912,250.3603215,90.95366509
tRF-16-08R959D,0,0,0,0.725883209,0,0.743981421,0,0,0.633414773,0,0,0,0,0,0,0,0,0,0.741568888,0,0,0.411658514,0,0,0,0,0,0,0,0,0,0,0,0,1.64715179,0,0,0,0,0,0,0,1.122884754
tRF-16-08R9D9D,1.205545314,0,0,0.725883209,0,0.743981421,0,0,0,0,0,0,0,0,0,0,0,0.402783591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64715179,0,0,0,0,0,0,0,0
tRF-16-097JPE0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465340839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0DFKN50,0,0,0,0,0,0,1.031174119,0,0,0,0,0,0,1.532202614,0,0.640906844,0,0,0,0,0,0.411658514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0HLBRRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0JVRI8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0L9RQ40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
